@relation data

@attribute id string
@attribute 10714 numeric
@attribute 10856 numeric
@attribute 121504 numeric
@attribute 128312 numeric
@attribute 1736 numeric
@attribute 1763 numeric
@attribute 2237 numeric
@attribute 23649 numeric
@attribute 255626 numeric
@attribute 25913 numeric
@attribute 26277 numeric
@attribute 3012 numeric
@attribute 3013 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3978 numeric
@attribute 474382 numeric
@attribute 5111 numeric
@attribute 54145 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 54386 numeric
@attribute 55135 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55651 numeric
@attribute 57804 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 65057 numeric
@attribute 7013 numeric
@attribute 7014 numeric
@attribute 7015 numeric
@attribute 8290 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8337 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8343 numeric
@attribute 8344 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8359 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8362 numeric
@attribute 8363 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8370 numeric
@attribute 85236 numeric
@attribute 8607 numeric
@attribute 8970 numeric
@attribute Class {Control,BRCA}

@data
GSM427170,7.463332523,11.03103278,5.66903474,5.364757352,11.58766984,6.710544499,9.107300824,9.645109494,5.331106163,5.64709224867,11.72223985,5.920180882,5.194964872,8.1824276685,12.2658041,7.35042085667,5.272033689,9.309431518,4.974542217,7.19178534067,9.166565528,7.008129683,8.833563055,13.07564465,8.622089465,7.713319706,11.63413504,7.91898414,8.1297927905,5.90699724167,10.853916915,9.427680085,8.906142604,7.1596856165,6.23579617167,8.8655786105,7.2999723835,10.87490854,12.53830178,10.35810202,9.457124909,6.57801652167,9.836666259,5.407081467,5.203799462,4.87013196,5.741070021,6.930030968,5.462225158,9.7660141615,10.37700472,5.956702124,5.294263476,5.259471408,6.603037,6.366720539,5.218210843,5.576228285,4.522568122,5.130942449,5.186868206,8.374019108,5.773740066,5.154829498,5.190823476,7.261815502,5.361251859,13.67776426,6.624543716,5.681316606,5.488652576,5.272033689,6.971345601,11.78113439,8.15260831167,8.826803578,BRCA
GSM427171,7.1852972805,10.12427033,5.572595075,4.586084011,11.62416272,6.7843201735,9.006318241,9.278554651,4.971556485,6.01853644667,11.12807347,9.595365248,5.017266367,7.7048200875,12.65463721,8.22423822633,5.464840793,8.824657385,4.835433068,7.66789353567,10.51955791,6.914785761,7.324543144,12.68199828,7.321637554,7.322110956,11.21306793,7.049089233,8.207026822,6.10699417833,10.2168179045,8.66980731,8.716427139,6.8101934035,7.04973393733,9.023735752,7.544617301,11.11875956,11.75528414,10.88129775,8.123709031,6.50274977633,9.715962473,5.648273867,5.321036278,5.115003321,5.494104547,9.564845477,5.372961888,11.03101716,11.03470976,9.221497177,5.062651968,5.123305363,5.943869327,6.308435168,5.963018152,5.261165252,4.670748652,6.674196241,4.818149175,9.64111297,5.216077698,4.859610883,5.144465785,8.105084975,5.937704108,13.95892379,10.29642331,5.596198143,6.441786907,4.946744016,7.502913581,12.73980492,7.87116972967,8.650783516,Control
GSM427172,7.4117681705,10.05747773,5.718917257,5.674412098,11.34287486,6.735522986,9.113554115,9.185483232,5.062004299,5.70894926133,11.36752411,5.388974098,4.569650312,7.6203130365,12.24439068,7.56668640033,5.051601854,8.392855247,5.664704155,7.32601425833,9.510601559,6.9100955155,7.935107761,12.85738045,7.471189747,6.816699294,11.3382407,7.690523822,8.176539011,5.90664606667,10.161889319,8.962058135,8.7854943965,6.654977447,7.14436357833,8.823484927,7.3703045175,11.29475415,11.64562254,10.4887367,8.843262446,6.07171471733,9.539333865,5.495538719,5.540950401,5.437137209,6.054637553,8.642251314,5.1717385,10.3554384715,10.68061031,6.425178655,5.151586144,4.8729657,6.030066347,6.118843116,5.411605257,5.602298936,4.481986893,5.383886777,5.741339733,9.532570767,5.279110251,4.688758955,5.287630431,7.56483756,5.842357415,13.80946823,6.72451769,5.368952732,6.396267078,4.773747658,7.462300066,12.11639279,7.86766520033,9.197893105,Control
GSM427178,7.4282706955,10.35756331,5.903165591,5.398154738,11.75448264,6.9776320865,9.082795036,9.086873394,5.037614213,6.07503520067,11.68597092,6.695023358,4.285723506,8.5565489965,12.19058871,8.272745429,5.119782831,8.873598775,6.107798352,6.97591235933,9.94572954,7.2390370655,8.689964021,12.86342169,8.892179346,7.518655368,10.69375725,8.326127349,8.30919878,5.90581402733,10.661708895,9.223423229,8.3847614075,6.4175965355,7.35023516733,9.175989441,6.8935968215,10.666982815,12.03723816,10.55403266,10.13209518,6.10124310767,9.880846634,5.5407640765,5.371568663,5.186075849,6.1476177,9.746943004,5.272033689,9.210895542,9.522812543,6.790319577,5.280781207,5.337721125,6.464101029,5.8736971,4.796249019,5.062436111,5.104558131,5.268482349,5.139972076,9.326475062,5.177530413,5.337721125,5.305068782,8.172653928,5.636197729,12.50573969,7.475573601,5.229406468,5.676811285,5.032113243,6.924993942,11.9164133,8.137677799,8.738464816,BRCA
GSM427181,7.1613884155,10.21059864,5.771166725,5.46712559,11.37897501,7.089233033,9.211922876,9.517788029,4.917683858,5.97985081267,11.54843435,5.837193482,5.027807878,7.973477668,11.77544785,7.373276538,4.626473668,9.241179451,4.702259784,6.763530312,9.341019005,7.31912801,8.354559186,13.11037161,9.091660914,7.750105877,11.36679226,8.634049691,8.1555588695,5.73925937133,9.7162947885,8.538519855,8.774283818,6.5949871565,7.31315444567,8.9319577035,7.485098727,11.21590727,11.80073018,9.580042347,8.660897184,6.444453113,9.265914527,5.5659917415,5.569484446,5.045935721,5.537460123,8.831656493,5.569484446,8.1433122955,8.802121408,6.144052107,5.245658467,5.706262025,6.062214149,5.734581769,5.472171943,5.168332398,4.471592908,5.30196368,4.683996719,8.738371924,5.322839634,4.710961176,4.945808121,7.207676014,5.501686937,13.2267238,7.093182818,5.537460123,5.297201735,4.683996719,7.199282482,11.30718958,8.35278146867,8.533243212,BRCA
GSM427182,7.2083211925,10.39899511,6.241654902,5.408721412,11.89497319,6.9385302655,9.372225132,9.521659876,4.488522104,5.894143612,11.82008332,7.849156615,4.379281551,8.842111226,12.34682957,7.82207301767,4.742021934,9.807411729,5.507962085,7.03874911367,9.858665306,7.454481784,8.464169074,13.0474759,8.511556122,7.91898414,11.12186714,8.334587409,8.63293609,5.92688192933,10.77563569,9.290952566,8.604510827,6.527756701,7.21700452967,9.4157847835,7.527901723,10.39328649,12.21510531,10.64948099,10.03976938,6.20040273933,10.03743752,5.58083948,5.425099433,5.06588596,5.829222461,8.501002294,5.262105418,9.8544198415,10.13087976,7.272725709,4.800655715,5.579701547,6.529825337,5.911578492,5.362129031,5.240515881,4.944168843,5.313800226,4.944168843,8.9542553,5.398154738,5.43205013,5.15826759,7.845617261,5.673211007,14.11502538,8.485387705,5.201056716,6.266557588,4.993460669,6.23007389,11.86567539,8.15652655533,8.833563055,BRCA
GSM427183,7.2727011495,10.66644619,6.619857273,5.357737827,11.93396179,6.978753636,9.252004483,9.375713432,5.045717348,6.012824599,11.83281498,6.780838691,5.118952748,8.658799007,12.17054643,7.943711831,4.907144547,9.907754874,6.124799193,7.10016706667,9.735196839,7.3267110305,8.292691032,12.87039849,8.772299004,7.949609524,10.84047132,8.223423907,8.4837444445,5.82199268833,10.662352585,9.547357825,8.409953035,6.3941428145,7.43359077733,9.4100818935,7.357071643,10.861074535,11.98277091,10.9447818,10.02390718,6.028661722,9.841376087,5.511384299,5.179920282,5.214524337,5.88179384,8.954364367,5.744774144,9.687734615,10.0579109,7.389762805,4.490426825,5.409230745,6.449813597,5.564081832,5.441791574,5.538546893,5.205168882,5.122477305,4.77031556,9.594101148,5.25928308,4.808914358,4.974542217,7.604462652,5.646026713,12.66850837,6.397636666,5.212385731,6.037388399,4.650791135,6.682015342,11.46435444,8.01232981433,8.710996765,BRCA
GSM427187,7.070863253,10.62937509,5.934641074,5.164314897,11.83057078,6.9899737395,9.437168452,9.551372359,4.607083101,5.89563804033,11.65493594,7.151983404,5.338790969,8.7678165095,12.35961925,7.94815195633,5.090018442,9.489968911,5.678784095,7.13735669233,10.30654055,7.345900669,8.43825243,13.36098494,8.567443842,8.122958834,11.1830493,8.078525946,8.705581547,5.94728233467,11.095080045,9.443524356,8.640800583,6.803953256,7.17986935967,9.2504395305,7.2299863925,10.620424425,12.11639279,11.12425722,9.636443876,6.156004238,9.862149581,5.3340884235,5.346612346,5.338790969,6.034750138,9.02738156,5.204484334,9.7393383155,10.18060575,6.96538352,5.172938736,5.695862485,6.442492064,6.104237707,4.75276401,5.090018442,5.104558131,4.959319531,4.607083101,8.847089556,5.810900139,5.061788345,5.277437357,9.016439995,6.198008483,13.77694807,7.419920424,5.18190882,5.460751776,4.680625393,6.950646655,12.30206775,8.373028345,8.676081478,BRCA
GSM427189,7.409290949,11.10639627,6.044728113,5.544895869,11.8233355,6.789915729,9.352729044,9.101726968,5.652781349,6.25274109733,11.47254884,6.73924435,5.279296008,8.9229703645,12.51448113,8.42506028633,5.31307462,9.770879053,6.149448008,7.301571066,10.55366796,7.188619934,8.463423345,12.83366697,8.792042831,7.739039878,10.54241311,8.110745757,8.528158071,5.97034949167,10.898648365,9.524924191,8.518554874,6.553387789,7.21428444467,9.283426389,7.224746219,11.17905754,11.90965135,10.84615266,9.863923404,6.215501549,10.07167055,5.4291609005,5.274831217,5.488973851,6.020708453,10.14135395,5.638081984,9.864035051,9.885826425,7.27246912,5.301415026,5.452374073,6.41971216,5.651059765,5.201742891,5.581058376,5.286429541,5.80723335,5.127644885,9.746943004,5.115835678,4.767934712,5.15826759,9.599160216,5.883872025,11.9866439,7.37334615,4.65723556,5.507803557,4.863456876,7.116398873,11.90369558,8.32999554,8.599978956,BRCA
GSM427193,7.6441090585,10.69375725,5.636777762,5.233438728,10.22118263,7.5028987285,9.732093048,10.10847909,4.671880991,6.28872384333,12.33906368,5.823692844,4.71233763,8.6437751455,8.334754988,6.45453368433,4.904256777,7.877009719,4.817893448,6.78827803233,10.28302499,6.212221867,8.591897347,13.50065522,6.664629054,8.140089864,11.31116521,9.3312535,8.5665834615,5.90527172967,10.974644245,9.717642636,8.0635175495,6.348284926,6.94060400367,7.388460416,6.330087624,10.585395104,9.074115449,9.955032716,9.969027107,5.49937622667,9.636443876,5.1790373235,5.065239741,5.027033758,6.855058834,7.599468671,4.904256777,10.153905865,11.1356742,6.232090496,4.891432858,5.495224459,5.626739362,5.587673458,5.408721412,5.472659365,5.065239741,5.027033758,4.791828801,8.786074471,5.145688916,5.64689077,5.20184089,8.87169823,4.659234823,14.56106625,5.762422735,4.916728914,5.901899413,4.379943219,7.282372907,12.25579879,8.31388023033,8.313088371,BRCA
