@relation data

@attribute 5140 numeric
@attribute 805 numeric
@attribute 58 numeric
@attribute 5577 numeric
@attribute 801 numeric
@attribute 3827 numeric
@attribute 1128 numeric
@attribute 6262 numeric
@attribute 7422 numeric
@attribute 3320 numeric
@attribute 6541 numeric
@attribute 5139 numeric
@attribute 5138 numeric
@attribute 624 numeric
@attribute 4846 numeric
@attribute 1134 numeric
@attribute 2321 numeric
@attribute 3791 numeric
@attribute 5567 numeric
@attribute 7135 numeric
@attribute 5568 numeric
@attribute 2324 numeric
@attribute 857 numeric
@attribute 207 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute Class {Control,BRCA}

@data
7.468178286,13.38150649,5.541492575,5.492182674,12.72208073,6.157150477,6.694257321,4.734319168,6.35833293533,10.8381684493,9.590606288,4.938534277,9.872136606,6.773076963,8.130108627,4.85644323833,5.555057842,6.83763148,5.0578073466,4.938534277,6.287994543,7.0869934705,12.15689855,9.592833039,9.08887684467,8.176760488,7.988004536,12.59449147,5.3645141865,5.75248853,BRCA
8.502057179,13.60583775,6.167122676,5.564539174,12.77087865,5.298668624,5.994246645,6.176228636,6.85849471967,11.034315424,9.817519786,5.821079567,8.899554147,6.286239501,8.107872385,5.987078545,5.532793245,6.870460665,5.3421536938,5.385958361,5.822227442,6.141067433,12.90706253,9.66262953467,7.99293009967,8.94526175,7.5453142,12.7232493,5.383915257,5.179920282,Control
9.196074082,13.47298527,6.079490783,5.301049141,12.97797754,4.699347423,5.792927725,5.587673458,7.233892223,10.7678923323,9.608828239,5.775123813,9.65659519,6.338696833,8.882277076,5.133635293,5.607190661,7.277522502,5.4913025734,4.849513012,5.416511492,6.45148024475,13.418552165,9.935713008,9.194411155,9.004516227,7.626842693,12.52742331,5.348668962,5.246418775,Control
6.631763202,12.16391545,6.848689049,5.268482349,12.99135537,5.387510099,6.523644771,5.337721125,6.81664442867,10.9296346363,10.18138247,5.535906174,9.779514641,6.304972419,9.452334495,5.526626011,5.507962085,6.570049694,5.4387987878,5.241850906,5.237842121,6.3574749495,12.50149699,10.2127518167,8.633415693,7.750842834,7.240984771,13.2860567,5.314734314,5.723839243,BRCA
6.801647336,12.44601199,5.812184526,5.287261033,13.22427159,5.149758548,7.143360572,5.407702206,7.44082350167,10.482276888,10.81645794,5.144669712,8.610712172,7.435464258,9.123811749,5.53178906633,5.524354632,7.583047264,5.8117429202,5.257964097,5.913135501,6.07301578625,11.97200604,10.3303371883,8.41487604833,8.335480939,7.292669322,13.16228672,5.041107287,5.292055848,BRCA
6.102139097,12.2076581,7.824005841,5.765409598,12.53522562,5.383541223,7.112181766,5.962671199,7.368807487,10.592174145,10.47189392,5.536838744,8.274891916,6.327333135,7.846651776,5.494601954,4.643307374,6.70134502,5.3283454926,5.500651697,5.754627826,6.07212267025,11.872194975,10.0295226957,8.30846996767,7.540595216,7.370450116,13.15138292,5.5127359245,5.258529523,BRCA
6.026142315,12.15610687,7.461993252,5.66903474,12.56790862,5.476876799,6.927633167,5.722200446,6.79477560367,10.5236420607,10.00795271,5.428620839,8.948791454,6.682015342,8.26545228,5.186538454,5.328685023,6.440292493,5.4065428568,5.128676184,5.634165776,6.09170822775,11.745184475,10.1231177773,8.24833877567,7.582482852,7.801516189,13.15138292,5.1437083085,5.183299167,BRCA
6.661497101,12.43207997,6.011233546,5.325990094,12.61931219,4.844249122,7.961205305,5.136490053,6.968456404,10.635449282,10.608597,5.534350549,8.534342889,6.595597365,7.995118605,5.256397606,5.435804628,6.60674248,5.5295343186,4.765019405,5.620154746,5.76843152875,11.47644482,10.182290716,8.653406271,7.646560735,7.587367101,13.08540943,5.3743260885,5.159378163,BRCA
6.222655455,12.39881323,5.243755943,5.707781006,12.52524557,5.250593322,8.01924478,5.198898037,5.96185351633,10.359324125,10.12536217,5.383886777,9.01555522,6.684401928,7.619066537,5.74347637767,5.440131024,6.192002396,5.4814391052,5.069757204,5.341284192,6.6760775865,11.388876995,10.3257906717,7.64956818833,7.576259705,8.135646608,13.04201932,5.1623883885,5.14395584,BRCA
6.807551749,8.929717871,5.290397907,5.002940155,12.50816376,5.323740468,5.616777635,5.212385731,7.76283651767,9.11059015067,10.54640764,4.496310656,10.19628894,6.981855863,9.882139059,4.94885437233,4.830371028,8.081351779,5.1210123436,5.065239741,6.445516183,6.38667548,11.856782875,10.2867156497,8.42010759833,7.632470217,7.493457452,10.82365605,5.666093635,5.334149236,BRCA
