@relation data

@attribute id string
@attribute 3456 numeric
@attribute 3454 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 7297 numeric
@attribute 3716 numeric
@attribute 10076 numeric
@attribute 5967 numeric
@attribute Class {Control,BRCACancer}

@data
J04,-0.1902,1.5029,2.0494,2.0571,1.0841,1.8971,0.0581,-0.1987,Control
J05,-0.3902,1.0531,1.5754,1.7068,0.9994,1.7789,0.0335,-0.1239,Control
J06,0.0145,0.9523,2.5135,2.0259,1.0548,1.8779,0.0857,-0.0569,Control
J07,-0.147,1.6395,2.6034,2.4212,1.2424,1.8834,0.0399,-0.1561,Control
J08,-0.2839,1.3366,2.0083,2.2124,1.1409,1.6942,0.053,-0.2021,Control
J09,-0.1923,0.8843,2.2165,1.5235,0.8702,1.8922,0.0041,-0.0935,Control
J10,-0.1676,1.4413,2.1396,1.8977,1.0826,2.0993,0.0479,-0.1281,Control
J11,-0.1509,1.2434,2.2325,2.0275,1.0507,2.1172,0.0183,-0.1522,Control
J12,0.1346,1.0492,2.3917,1.9105,0.8141,1.8884,0.0392,-0.1833,Control
K01,-0.1077,1.744,2.7631,2.6629,1.2557,1.9574,0.0363,-0.1908,BRCACancer
K02,-0.1042,1.5681,2.3078,2.1948,1.1111,2.0394,0.0358,-0.1506,BRCACancer
K03,-0.0976,1.3086,2.1969,1.8635,0.8597,1.8679,0.0096,-0.0301,BRCACancer
K04,-0.2783,1.489,2.1768,2.2416,1.1088,1.9048,0.0458,-0.2668,BRCACancer
K05,-0.248,1.2125,1.7026,1.8217,1.0273,1.6999,0.0379,-0.2602,Control
AA3226,-0.2012,1.4674,2.2349,1.6137,1.0075,1.8514,0.0026,-0.1834,Control
AB3227,-0.1361,1.6334,2.2176,2.3231,1.1374,1.6994,0.0552,-0.2085,Control
AC3228,-0.2707,1.4348,2.1353,1.7846,0.8007,1.8224,0.097,-0.0613,Control
AD3231,-0.1801,1.6403,2.1615,2.0487,1.2872,1.9594,0.0851,-0.0488,Control
AE1543,-0.2666,1.0927,2.1412,2.2218,0.9512,1.6757,0.0904,-0.1467,Control
AF3229,0.0851,1.6143,3.0492,1.8939,1.0471,1.8517,-0.0212,-0.1422,Control
AG3230,0.2824,1.3175,2.1548,1.8711,0.9583,1.8262,-0.0185,-0.1761,Control
AH3232,-0.2627,1.2757,1.9431,1.3947,0.6403,1.7479,0.0279,-0.1106,Control
AI3233,-0.0617,1.5334,1.8012,2.3438,0.9796,1.5742,0.0574,-0.1438,Control
AJ3234,-0.2136,1.4622,1.8365,2.3542,1.155,1.5889,0.0365,-0.0818,Control
AK3235,-0.16,1.3108,2.093,2.1472,0.8754,1.7016,0.1157,-0.069,Control
AL3236,-0.2889,1.182,2.0003,2.2789,0.8825,1.5045,0.0664,-0.1225,Control
AM3237,-0.0478,1.3735,1.8293,2.2261,0.9745,1.9895,-0.0043,-0.1541,Control
AN757,-0.1037,1.4837,2.0797,1.5626,0.9244,1.9196,0.0656,-0.093,Control
C474,-0.0241,1.2162,2.5914,2.1442,0.9904,1.7102,0.0682,-0.2613,Control
D480,-0.152,0.9117,1.8823,1.6401,0.9141,1.9164,0.1221,-0.0765,Control
E519,-0.0698,1.7072,2.3507,2.3055,1.424,1.702,-0.0047,-0.1287,Control
F548,-0.049,1.0243,1.5998,1.2159,0.4795,1.7719,-0.0113,-0.1735,Control
G660,-0.3561,0.7919,1.7046,1.7615,1.0794,1.9128,0.0568,-0.0925,Control
H663,-0.2023,1.2528,1.4138,1.8029,0.9106,1.8866,-0.0122,-0.2025,Control
I782,-0.204,1.1576,1.3868,1.6665,0.7784,2.0555,0.0439,-0.0583,Control
J787,-0.1268,1.1672,1.6915,1.7327,1.1822,1.9722,0.0482,-0.166,Control
K1162,-0.1772,1.3373,2.1629,2.3516,1.0007,1.6195,0.0511,-0.2047,BRCACancer
L1176,-0.0944,1.039,2.0904,1.6764,0.7113,2.0056,0.0791,-0.1718,BRCACancer
M1263,-0.1089,1.2248,2.0524,2.2525,0.9885,1.6438,0.034,-0.0779,BRCACancer
P1075,-0.074,1.0626,1.5733,1.6026,1.2435,1.6265,0.0531,-0.0165,BRCACancer
Q1080,-0.2649,0.731,1.5478,1.3051,1.1274,1.732,-0.0022,-0.2002,BRCACancer
R1104,-0.1055,1.4931,2.2411,1.8381,1.0623,2.0912,0.0455,-0.1089,BRCACancer
S1133,-0.1837,1.4498,1.4676,1.2212,1.1545,2.0583,0.0855,-0.1109,BRCACancer
T1463,-0.3249,1.5467,2.1241,2.5739,1.0293,1.8019,0.0581,-0.1096,BRCACancer
U2017,0.124,1.4334,2.3839,1.9884,0.7725,1.4642,0.0719,-0.1904,BRCACancer
V432,0.0495,0.9003,3.096,2.0366,0.8388,2.0232,-0.0352,-0.2188,BRCACancer
W433,-0.1743,1.6713,1.9086,2.1451,1.0418,1.5634,-0.0129,-0.2309,BRCACancer
X524,-0.028,1.7813,2.5486,2.0031,1.5627,1.7397,0.0031,-0.0251,BRCACancer
Y546,-0.1451,0.9438,1.9995,1.6072,0.8567,1.3702,-9e-04,-0.1155,BRCACancer
Z3225,-0.1926,1.8099,2.242,2.5719,1.0464,1.5529,-0.003,-0.1667,Control
