@relation data

@attribute 6655 numeric
@attribute 5599 numeric
@attribute 9459 numeric
@attribute 50649 numeric
@attribute 9828 numeric
@attribute 26574 numeric
@attribute 57580 numeric
@attribute 9826 numeric
@attribute 50650 numeric
@attribute 84033 numeric
@attribute 23370 numeric
@attribute 27237 numeric
@attribute 10276 numeric
@attribute 4803 numeric
@attribute 25791 numeric
@attribute 2245 numeric
@attribute 221472 numeric
@attribute 4804 numeric
@attribute 572 numeric
@attribute 8997 numeric
@attribute 10018 numeric
@attribute 1894 numeric
@attribute 9500 numeric
@attribute 6453 numeric
@attribute 393 numeric
@attribute 26230 numeric
@attribute 11214 numeric
@attribute 8874 numeric
@attribute 23365 numeric
@attribute 7409 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 23229 numeric
@attribute 29 numeric
@attribute 89846 numeric
@attribute 9181 numeric
@attribute 23263 numeric
@attribute 7410 numeric
@attribute 7074 numeric
@attribute 57449 numeric
@attribute 121512 numeric
@attribute 10451 numeric
@attribute 5879 numeric
@attribute 64857 numeric
@attribute 7204 numeric
@attribute 6654 numeric
@attribute 4168 numeric
@attribute Class {Control,BRCA}

@data
7.055014278,5.9065229025,11.72288448,6.86795903,9.125000832,10.62546711,7.818807631,7.160270403,11.11336307,7.769145456,11.06412655,6.189879523,8.46653156667,7.593430574,6.554209422,7.678848562,7.437256354,6.482005732,8.04104994467,5.45619981767,5.47006965267,7.899766447,8.86713463525,8.04466292933,9.6014742,6.6907702995,10.0209722023,6.9155758595,8.584390499,7.487641348,5.583897325,5.97637008,7.333381522,7.335618161,9.992241287,11.58990637,5.342706958,7.233718229,6.385522173,5.1024230582,5.79064906,8.44438767,8.92818876867,7.320735406,8.178666251,6.507481989,5.746387512,BRCA
7.958945778,5.767601547,12.22228482,5.8507392895,9.116857992,9.970178212,7.330919398,6.75902851233,11.61752958,6.397294391,11.07640162,6.582936515,10.642204555,7.536560251,6.002540089,7.649689325,7.324807404,6.69104948,7.56627437633,5.385897579,5.99002355267,8.097454264,8.92357483225,8.44389982833,9.117877553,6.791330513,9.54731337367,7.0280872375,8.717266109,7.188443271,5.5747635905,6.060161576,7.344808806,7.63473769467,9.226202111,11.28124924,5.087262599,6.753621666,6.785161856,5.5506843672,5.918035089,8.80021707033,8.97755484267,7.075909955,8.08060587,8.512524314,5.346612346,Control
8.326250965,6.1670985755,12.61931219,6.6186871925,9.682240186,10.35735437,6.98911381,6.97687083067,11.32023378,6.912743039,10.88698849,7.010810952,10.758589422,7.908033966,6.934991518,7.64196344,7.6871111805,6.333741815,7.59129591867,5.68747541467,5.81401973733,6.832703733,8.61660525325,8.79229518,9.018965929,6.5425597925,10.0067168977,6.82722657275,8.680993366,6.506450901,5.521682415,6.038980014,7.394079193,7.73641664467,9.164957901,11.87062298,5.164817697,6.61058611,6.977855527,5.6710793302,6.523409543,8.93873198333,8.882604615,7.464997224,7.889977115,8.640083234,5.800648376,Control
7.997872605,5.967633391,11.94088626,6.2814389675,9.972804328,10.60252748,8.608754849,6.85179277033,11.06473959,7.834172564,11.01404508,7.290182754,9.76420394767,6.930918032,6.659785892,8.534177504,6.715278005,7.432565127,7.66188804867,5.35407704033,5.68293947267,5.61707161,9.0529042985,7.87125492067,10.23716846,6.9776770375,10.0346539643,7.17812552075,9.101726968,6.342168584,5.56154535,5.831124321,7.593057023,7.873356147,9.64422634,11.77387079,5.371568663,7.909294774,6.919403029,5.2079208004,6.458985318,7.21270553333,8.867882958,8.035927818,8.426978717,7.7584583,5.518229233,BRCA
8.051101686,5.329465727,12.3148028,6.7615365545,9.798905567,10.35399067,8.760937063,6.49978576033,11.4521693,7.884523325,11.31639767,7.663239867,9.744692759,7.437400717,6.750007239,8.521837066,6.5075972565,6.958700964,7.66703628367,5.81171463,5.36818979433,6.565944119,9.2286833735,8.42275946,9.130687109,6.9394296145,10.4381119043,6.97920365725,9.303010758,7.404696936,5.528030344,5.884360575,7.878512509,7.54881506867,10.16476904,12.47196608,5.162100493,7.254369939,7.397805368,5.3757535774,6.678216748,9.19504210433,8.552349278,8.579477289,9.364594933,7.8511886,5.541492575,BRCA
7.815353072,5.656097949,12.08741818,6.5869313135,10.11282428,10.55937736,7.704268742,6.75918551067,11.31639767,7.982282209,11.19124141,6.744602197,8.84357026767,7.62073508,7.169627227,8.539760899,6.1523584355,7.683522992,8.02569258867,5.59949362167,5.72181484,5.997919695,8.922574779,7.62901518067,9.622574027,7.062703583,9.73300092933,6.84138416125,8.874183054,6.749538038,5.453869559,5.870618247,7.298523434,7.71756966333,9.27436716,12.01384441,5.15826759,7.861522945,6.593283266,5.3029741078,6.15977612,7.41495883233,8.787767491,7.924843858,7.943937621,7.192690117,5.494904573,BRCA
7.672568764,6.071716146,12.09712198,6.080841847,9.925777364,10.4183642,8.334118084,7.00616258367,11.44639338,7.98134055,11.05798176,7.265898928,9.29366724167,7.081033649,6.350855776,8.756457186,6.851631532,7.254180944,7.95110622133,5.53380384033,5.801395345,5.91013976,9.44349210425,7.44330361267,9.765899818,7.4279219995,9.83652281733,7.13296659575,9.192268846,6.730643776,5.543498061,5.76368461,7.488003031,7.91497091167,9.745809229,11.87223249,5.290397907,7.793962719,6.998762823,5.4813381244,6.183095044,7.402458632,8.934366304,7.751144208,7.842069202,7.688986551,5.634165776,BRCA
7.588473151,6.259376137,12.0234322,6.159652135,9.663033731,10.701454,8.135646608,6.901094345,11.42384353,7.511675823,10.95307261,7.309387959,8.79988047,7.252857286,6.515467746,9.049012037,5.6535975185,7.355397625,7.89435356167,5.40102926567,5.89333860433,5.833656242,9.08894595,7.772011016,9.414337005,6.9433571595,9.870418551,6.99163943775,9.086614694,6.697180004,5.552209158,5.682019293,7.542337622,7.33178439667,9.525129802,12.07225833,5.277437357,7.568756321,6.395838815,5.1264662136,6.11239324,8.84548536967,9.01840760867,7.970553337,7.939081274,7.192172276,6.104237707,BRCA
7.816841466,6.1648761405,11.6799266,6.6047649325,9.768664506,10.40427173,9.954407582,6.869329802,11.04491678,7.481014563,11.28033307,7.206333395,10.323963267,8.260967887,6.42886733,8.704639545,5.9734976735,7.534460714,8.071594068,5.52958503933,5.96190797033,6.023372494,9.4579984795,7.436051249,9.548851342,6.6604232605,9.48544611433,7.13941373125,8.822746975,6.941461789,5.896924055,5.711089607,7.457526834,7.804948302,10.44215071,11.68740205,5.551524668,7.375259132,7.319132703,5.5534538928,6.25432535,8.84949481633,9.258466301,7.950470054,8.441119412,7.574595656,6.002202513,BRCA
8.635646596,5.593235253,12.42398457,5.5186800855,10.44063591,11.25975373,7.048353701,7.01191404267,8.608754849,7.632470217,11.05137569,8.493075988,10.0626651463,8.100019848,8.16176316,9.059798105,7.5696114655,8.170802781,8.530428344,5.55572547533,5.422355186,5.516024013,8.093421321,7.82053960567,9.745191577,7.0029783185,10.4976163797,7.06399239075,7.591767528,7.237164838,5.5821846775,5.980260273,8.054171682,7.810710683,10.18842847,12.93245566,4.554108019,8.470710852,5.870494956,5.3986416498,5.833276737,8.53999792533,8.91017192567,6.877625017,8.969617568,8.480033951,5.833276737,BRCA
