@relation data

@attribute id string
@attribute 11224 numeric
@attribute 9349 numeric
@attribute 6122 numeric
@attribute 6123 numeric
@attribute 6160 numeric
@attribute 6124 numeric
@attribute 6125 numeric
@attribute 6161 numeric
@attribute 6204 numeric
@attribute 6164 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6165 numeric
@attribute 6207 numeric
@attribute 6168 numeric
@attribute 6208 numeric
@attribute 6167 numeric
@attribute 6209 numeric
@attribute 6169 numeric
@attribute 9045 numeric
@attribute 6210 numeric
@attribute 2197 numeric
@attribute 3921 numeric
@attribute 6155 numeric
@attribute 6217 numeric
@attribute 6154 numeric
@attribute 6152 numeric
@attribute 6159 numeric
@attribute 6158 numeric
@attribute 6157 numeric
@attribute 7311 numeric
@attribute 6156 numeric
@attribute 25873 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 6193 numeric
@attribute 51121 numeric
@attribute 6194 numeric
@attribute 6181 numeric
@attribute 6146 numeric
@attribute 6147 numeric
@attribute 6141 numeric
@attribute 6142 numeric
@attribute 6143 numeric
@attribute 6144 numeric
@attribute 4736 numeric
@attribute 6189 numeric
@attribute 5611 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 6138 numeric
@attribute 6173 numeric
@attribute 6136 numeric
@attribute 6137 numeric
@attribute 6171 numeric
@attribute 6134 numeric
@attribute 6170 numeric
@attribute 6135 numeric
@attribute 6132 numeric
@attribute 23521 numeric
@attribute 6133 numeric
@attribute 6130 numeric
@attribute 2926 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6230 numeric
@attribute 6235 numeric
@attribute 6176 numeric
@attribute 6175 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6203 numeric
@attribute 6229 numeric
@attribute 6202 numeric
@attribute 6228 numeric
@attribute 6201 numeric
@attribute 6227 numeric
@attribute 6129 numeric
@attribute 6128 numeric
@attribute Class {Control,BRCACancer}

@data
C06,-0.2322,0.9544,0.5407,0.1987,0.1759,0.4192,0.2225,0.1297,0.1629,0.2663,0.7876,0.5431,0.6336,0.6294,0.3665,0.3239,0.4517,0.1197,0.3534,0.3728,0.2941,0.1625,0.2911,0.0302,0.6369,0.8023,0.0245,-0.0515,0.546,0.4923,0.7065,0.3546,0.2599,0.4068,0.2422,0.2237,0.5693,-0.1203,0.3269,0.2623,0.6862,0.7429,0.368,0.1694,0.5693,0.3943,0.0569,0.5053,0.4596,0.6152,0.1961,1.2358,0.3654,0.4229,0.1125,0.3328,-0.0601,0.3891,0.4067,0.1551,0.5233,0.4412,0.5013,0.3411,0.0652,0.3472,0.7937,0.5017,0.5716,0.467,0.3877,0.651,0.0094,0.0626,0.5289,0.3651,0.1112,0.3516,0.478,0.41,0.1428,0.2304,Control
C07,0.0592,1.2784,0.7637,0.1279,0.3617,0.824,0.5324,0.3092,0.1846,0.4545,0.966,0.9391,0.9136,1.0531,0.8841,0.5815,0.621,0.2211,0.5836,0.7274,0.5772,0.4277,0.5734,0.209,1.0686,0.7391,0.2799,0.0361,0.832,0.5586,1.394,0.8593,0.4689,0.5982,0.1669,0.2488,0.6268,-0.0207,0.2874,-0.0985,1.0187,1.0016,0.5321,0.7717,1.0149,0.6414,0.1432,0.9409,0.5647,0.8148,0.9918,1.2597,0.8028,1.1209,0.3392,0.3802,0.3381,0.7534,1.0422,0.1216,0.5652,0.6851,0.5414,0.7276,0.2852,0.9516,0.5023,1.0299,1.1925,1.16,0.437,0.7442,0.1411,0.2189,1.0153,0.485,0.4834,1.0658,0.264,1.074,0.617,0.5613,Control
C08,0.1337,1.2601,0.7481,0.1411,0.4075,1.1884,0.585,0.5826,0.3308,0.5387,1.0997,1.1911,0.98,1.2232,0.962,0.671,0.7266,0.238,0.5248,0.731,0.7878,0.4924,1.0178,0.1355,1.315,0.8857,0.38,0.2473,0.8609,0.7087,1.5035,1.2267,0.5492,0.8206,0.2664,0.4716,0.8871,-0.0954,0.4788,3e-04,1.2223,0.9827,0.5639,0.6906,0.9407,0.9302,0.2633,1.1149,0.7838,0.7817,1.1353,1.2398,0.8056,1.3538,0.4521,0.3352,0.4,0.7702,1.3087,0.4009,0.5964,0.7293,0.8915,0.9683,0.2825,0.9864,0.6211,1.3101,1.3548,1.6756,0.7725,1.0118,0.2979,0.3147,1.1513,0.7741,0.3102,1.3644,0.391,1.2047,0.6637,0.6396,Control
C09,0.0962,1.3308,0.6007,0.2106,0.3949,1.0447,0.5937,0.4878,0.2813,0.4537,0.8899,1.1366,0.9032,1.1387,1.0876,0.5965,0.666,0.2673,0.507,0.6198,0.5928,0.4826,0.7151,0.2264,0.9869,0.8712,0.2573,0.1924,0.9888,0.5879,1.3366,0.9489,0.5307,0.5063,0.2473,0.3816,0.6895,-0.0334,0.3783,0.0954,1.0319,1.1128,0.6826,0.6823,0.9823,0.7232,0.266,0.8789,0.7931,0.7964,0.9349,1.1607,0.8352,1.2021,0.533,0.2973,0.3562,0.6861,1.1422,0.2787,0.6523,0.6931,0.5303,0.7981,0.3379,0.9435,0.5947,0.8891,1.2248,1.283,0.7112,0.9322,0.2147,0.2964,0.9603,0.8731,0.2086,1.0468,0.248,1.0977,0.6406,0.5093,Control
C10,0.0847,1.2038,0.7329,0.1202,0.3829,1.155,0.6869,0.4897,0.2557,0.4236,0.919,0.9835,0.9648,1.0521,1.0315,0.5706,0.7311,0.225,0.5114,0.7011,0.4897,0.3517,0.4694,0.1436,1.12,0.6929,0.3087,0.1305,0.7977,0.5059,1.3694,0.9418,0.6111,0.5866,0.2415,0.3197,0.591,-0.0733,0.345,0.0214,1.0405,1.0365,0.6389,0.5464,0.9099,0.4274,0.2409,0.851,0.788,0.8867,0.8463,1.0136,0.8276,1.2659,0.3427,0.1321,0.4458,0.7189,0.9785,0.1881,0.6302,0.6907,0.634,0.7186,0.3616,0.9882,0.3399,1.0112,1.1924,1.2183,0.4731,0.7514,0.2859,0.1214,1.0575,0.7723,0.5868,1.2595,0.2736,1.076,0.2528,0.4965,BRCACancer
C11,0.1847,1.312,0.9776,0.1772,0.4793,1.0368,0.6803,0.6653,0.2539,0.5154,1.207,1.2135,1.0658,1.2992,0.8327,0.6249,0.7074,0.3368,0.487,0.7136,0.7526,0.5475,0.982,0.314,1.3041,0.9731,0.449,0.3296,0.9446,0.8171,1.4727,1.1858,0.4653,0.6123,0.4042,0.3269,0.8065,0.026,0.4499,0.0709,1.2891,0.9879,0.8466,0.703,0.8934,0.7037,0.1863,1.2764,0.8505,0.9909,1.1069,1.3269,0.8964,1.35,0.6693,0.6106,0.5305,0.8493,1.4579,0.2709,0.6297,0.6587,0.8204,0.92,0.3519,1.0357,0.5855,1.0686,1.2903,1.7481,1.0228,1.0054,0.2183,0.2832,1.3825,0.8183,0.2192,1.3725,0.4609,1.1624,0.7179,0.6696,Control
C12,0.1467,1.352,0.6961,0.1754,0.2175,0.7394,0.4475,0.3017,0.147,0.3182,0.7119,0.6228,0.767,0.7296,0.7828,0.494,0.3388,0.2503,0.4847,0.6835,0.4944,0.4794,0.6771,-0.05,1.0799,0.6742,0.1338,0.1434,0.7584,0.4025,1.2375,0.6322,0.552,0.4241,0.2061,0.2472,0.4959,-0.0873,0.286,-0.0762,0.9923,1.0839,0.4467,0.5181,0.866,0.6808,0.2036,0.6921,0.6339,0.8259,0.6328,1.082,0.5345,1.0859,0.3678,0.2262,0.3561,0.6377,0.8323,0.1243,0.5829,0.6239,0.4405,0.4579,0.3062,0.6182,0.422,0.6575,1.0333,1.0621,0.3703,0.661,0.0324,0.035,0.9333,0.4943,0.2377,0.8377,0.3036,0.9788,0.4745,0.4076,BRCACancer
D01,0.092,1.4454,0.8243,0.1066,0.5228,0.7981,0.9067,0.7046,0.1268,0.5965,1.2756,1.3737,1.1844,1.1815,0.8013,0.6764,0.5377,0.1987,0.4316,0.8145,0.8809,0.5064,1.2749,0.1007,1.0546,0.6972,0.3335,0.2134,0.8586,0.6251,1.0027,1.3589,0.2972,0.6817,0.2652,0.4772,0.817,-0.2176,0.3658,0.0946,1.2187,1.1052,0.7345,0.8682,0.9417,0.9047,0.2383,1.4109,0.7533,1.0919,0.9972,1.0241,0.7665,1.1123,0.868,0.4524,0.2245,0.7773,1.5606,0.2871,0.8401,0.8219,1.0418,0.9386,0.2608,0.9494,0.8064,0.9498,1.5938,1.5653,1.1,0.9769,0.3717,0.2563,1.2474,0.8592,0.2673,0.7838,0.4604,0.8063,0.8769,0.5934,BRCACancer
D02,0.1346,1.377,0.771,0.1743,0.4322,0.9555,0.5635,0.3553,0.1185,0.4511,1.0539,1.1528,0.786,1.0568,0.7807,0.6371,0.5303,0.2292,0.4545,0.5985,0.5493,0.4744,0.4722,0.3026,1.1843,0.7067,0.3341,0.1226,0.7443,0.6112,1.2996,1.1416,0.4755,0.5751,0.2476,0.3146,0.7347,-0.0193,0.3703,-0.0952,1.1288,0.9447,0.6104,0.5132,0.8957,0.7053,0.1992,0.9927,0.6744,0.7959,0.9458,1.3619,0.6643,1.3756,0.3825,0.4205,0.4378,0.7325,1.2426,0.4177,0.5194,0.6944,0.6758,0.6545,0.4108,0.9177,0.4191,0.9661,1.0408,1.6211,0.5851,0.854,0.2789,0.1506,0.9622,0.6503,0.4229,1.4407,0.3507,1.0447,0.5751,0.4844,BRCACancer
D03,0.1296,1.3194,0.7057,0.1021,0.3202,0.958,0.5852,0.3763,0.1967,0.4094,1.1104,0.8257,0.8677,1.074,0.7319,0.5299,0.5162,0.2004,0.4093,0.6108,0.5447,0.3135,0.6571,0.1394,1.0158,0.8169,0.3347,0.1969,0.7156,0.4148,1.2875,0.8157,0.4658,0.5988,0.2646,0.2234,0.6415,-0.0689,0.3229,-0.1366,0.9996,0.9793,0.5134,0.6889,0.9782,0.7468,0.1525,0.9378,0.6312,0.9067,0.8221,1.1054,0.7236,1.1878,0.4212,0.4497,0.3901,0.6905,1.0894,0.2923,0.6446,0.6587,0.7174,0.6893,0.3268,0.8325,0.5945,0.7673,1.2315,1.3888,0.6334,0.8213,0.1653,0.0666,0.9828,0.6109,0.3285,1.2152,0.1628,0.9545,0.5483,0.4794,BRCACancer
D04,0.0869,1.3298,0.6765,0.1719,0.4568,0.9541,0.6698,0.5003,0.2563,0.511,0.9794,0.9807,0.9425,1.1088,0.8956,0.5764,0.6204,0.2294,0.4534,0.6778,0.543,0.4175,0.5859,0.1882,1.2099,0.7444,0.26,0.151,1.0942,0.5367,1.2058,0.7821,0.4505,0.4869,0.2702,0.4129,0.8408,-0.0864,0.3358,0.0045,1.1551,1.0205,0.4184,0.5382,0.8919,0.77,0.1566,0.8812,0.7282,0.786,0.995,1.3291,0.7498,1.1324,0.4607,0.4474,0.5024,0.7431,1.3197,0.3005,0.6715,0.6783,0.8281,0.7846,0.2898,0.9994,0.6262,0.6615,1.244,1.4075,0.7259,0.7514,0.3017,0.2725,1.2748,0.9732,0.2791,1.2911,0.4103,1.0056,0.6703,0.5284,BRCACancer
D05,0.0893,1.302,0.6513,0.1116,0.3819,1.019,0.6321,0.5308,0.1678,0.493,1.1282,0.826,0.9908,1.0822,0.8077,0.7638,0.7588,0.2187,0.3803,0.7161,0.5756,0.7477,0.8974,0.1745,1.0847,0.8108,0.3254,0.3316,0.8382,0.5577,1.1901,0.9085,0.3425,0.4713,0.2115,0.3785,0.6498,-0.1431,0.3169,0.0557,1.0981,0.8963,0.6137,0.5231,0.9036,0.8081,0.2541,1.1533,0.6482,0.9043,0.9924,1.26,0.6474,1.4045,0.4867,0.4968,0.284,0.7113,1.2132,0.3146,0.757,0.638,0.8294,1.0249,0.2529,1.0319,0.4967,1.0787,1.2914,1.7126,0.6035,0.8834,0.2438,0.1506,1.3645,0.54,0.2217,1.4291,0.3545,0.9136,0.6857,0.5704,BRCACancer
D06,0.0671,1.3774,0.8645,0.1314,0.5718,0.9864,0.6963,0.7848,0.2794,0.606,1.2481,1.4398,1.1325,1.3429,0.9272,0.7398,0.7666,0.2596,0.5772,0.7749,0.8122,0.5865,0.8428,0.172,1.1245,0.8757,0.4258,0.3155,0.9259,0.7975,1.3906,1.1613,0.4249,0.7275,0.3701,0.4151,0.7309,-0.0761,0.425,0.0895,1.2807,0.9811,0.6331,0.7837,1.0442,0.8512,0.2977,1.373,0.8861,1.009,1.0952,1.3073,0.7091,1.4041,0.6238,0.5807,0.4031,0.9006,1.4746,0.496,0.7911,0.7543,0.788,1.0627,0.3562,1.1708,0.5808,1.2154,1.2358,1.7714,0.9703,0.9728,0.3448,0.3643,1.4213,0.9733,0.2124,1.3152,0.3753,1.0483,0.7457,0.7729,BRCACancer
D07,0.1466,1.3538,0.7836,0.1558,0.4133,1.0569,0.6908,0.5694,0.2256,0.3709,1.1601,1.0907,1.0301,1.2034,0.898,0.6652,0.8096,0.2401,0.3245,0.6374,0.6629,0.6181,0.6719,0.2288,1.1144,0.8886,0.3019,0.2556,0.7779,0.6139,1.4593,1.1423,0.5187,0.6628,0.287,0.4051,0.7601,-0.0392,0.3118,0.015,1.1981,1.014,0.6697,0.5484,1.0035,0.6059,0.2516,1.1456,0.7784,0.8301,1.0208,1.3786,0.9002,1.2897,0.4477,0.4349,0.3308,0.6511,1.4256,0.2845,0.6476,0.7261,0.8253,0.8966,0.2963,1.0493,0.6159,1.0746,1.2646,1.4933,0.7234,0.8096,0.2858,0.2754,1.301,0.8803,0.2869,1.3547,0.3686,1.0842,0.6815,0.6433,Control
D08,0.0921,1.264,0.6881,0.1715,0.3163,0.902,0.5524,0.5162,0.1627,0.3463,0.9751,0.7707,0.8594,1.0062,0.7622,0.5555,0.4261,0.2373,0.4053,0.7856,0.5314,0.363,0.6565,0.0223,1.0451,0.6259,0.2076,0.1383,0.7156,0.531,1.2991,0.7578,0.3143,0.3747,0.1951,0.1632,0.6282,-0.0551,0.2869,0.0308,0.989,0.978,0.5237,0.5935,0.8607,0.6913,0.2104,0.9381,0.6436,0.7514,0.8418,1.1179,0.6117,1.1926,0.4898,0.3163,0.1564,0.6491,1.1455,0.333,0.7703,0.562,0.6155,0.6162,0.2298,0.8852,0.5243,0.8355,1.2229,1.1961,0.5162,0.7596,0.2012,0.2125,0.9852,0.7518,0.0412,0.9448,0.3206,0.9349,0.4818,0.5149,Control
D09,-0.001,1.3505,0.7822,0.0946,0.428,1.2057,0.642,0.5915,0.2239,0.4812,1.1158,1.0082,1.0103,1.1258,0.9531,0.7411,0.6329,0.2512,0.3554,0.6754,0.5758,0.5189,0.9289,0.1584,1.2514,0.76,0.3445,0.1389,0.9418,0.6344,1.3355,0.9929,0.329,0.4856,0.1743,0.3345,0.7148,-0.1096,0.4082,0.0102,1.1851,0.8894,0.668,0.6238,1.0028,0.8279,0.3257,1.2274,0.7447,0.9117,0.9317,1.1808,0.7444,1.37,0.5183,0.3671,0.4099,0.8153,1.3065,0.4524,0.699,0.5983,0.5774,0.8341,0.3301,1.0924,0.6965,1.1902,1.258,1.6404,0.8239,0.8443,0.3271,0.4368,1.0941,0.5988,0.2785,1.2469,0.4039,0.9905,0.5762,0.5895,Control
D10,0.0682,1.632,0.6563,0.1971,0.2667,0.9604,0.3916,0.4277,0.2522,0.3197,0.9998,1.2267,0.8681,0.6895,0.7001,0.563,0.5809,0.216,0.4021,1.0561,0.4813,0.2867,0.8143,0.0897,1.7211,0.7154,0.1108,0.0768,0.8854,0.4411,1.5232,0.9347,0.694,0.4568,0.1635,0.2365,0.7699,-0.0554,0.3155,0.001,0.888,0.8852,0.8687,0.6076,0.9838,0.4209,0.0594,0.7559,0.5752,0.8053,1.0078,1.2045,0.6171,1.3862,0.3051,0.3706,0.391,0.7401,0.8385,0.2258,0.5409,0.659,0.2889,0.5485,0.1182,1.0785,0.6491,0.7153,0.9501,1.3136,0.6776,0.6388,0.1105,0.2042,1.1193,0.6466,0.1789,1.2547,0.3019,1.501,0.4466,0.3007,Control
D11,-0.1733,0.8103,0.5336,0.1273,0.1997,0.6648,0.1858,0.2239,0.0347,0.2606,0.5942,0.5515,0.7363,0.5601,0.4456,0.3411,0.4042,0.0985,0.2955,0.5445,0.3122,0.2951,0.3562,-0.163,0.7998,0.691,0.0385,-0.2226,0.6826,0.4485,0.9703,0.5778,0.1166,0.3214,0.0858,0.3386,0.5841,-0.3443,0.2483,0.1138,0.7113,0.8903,0.4067,0.722,0.8758,0.6073,0.0319,0.4238,0.3787,0.6859,0.5503,1.1515,0.3933,1.0955,0.5471,0.1704,-0.0478,0.5566,0.6171,0.2851,0.5304,0.6442,0.2753,0.3532,0.0859,0.5589,0.4979,0.446,0.7453,0.6612,0.5812,0.6989,0.0055,0.2824,0.6366,0.7069,0.0052,0.7267,0.033,0.64,0.2953,0.2545,Control
D12,0.0671,1.4496,0.6489,0.1671,0.2244,1.0913,0.4471,0.1735,0.1248,0.3953,0.9218,0.8086,0.7619,0.7227,0.5606,0.5211,0.6351,0.1434,0.4862,0.6648,0.469,0.3672,0.2388,-0.0204,1.171,0.6577,0.1671,-0.0114,0.6344,0.5607,1.4145,0.8392,0.3115,0.558,0.1949,0.216,0.6141,-0.027,0.2746,0.0936,1.0735,1.2148,0.5405,0.4849,0.9034,0.7174,0.0311,0.9143,0.7386,0.6372,0.8956,1.3874,0.5394,1.2707,0.6399,0.3591,0.3919,0.792,1.075,0.1107,0.5703,0.579,0.4212,0.6154,0.3933,0.7831,0.4671,0.6657,1.0978,1.3016,0.5496,0.6613,0.2492,0.2117,0.8687,0.5389,0.2225,0.6244,0.2978,1.037,0.4802,0.3531,Control
E01,0.1021,1.5731,0.7605,0.0663,0.3215,0.8568,0.5921,0.5276,0.152,0.5017,1.0578,1.2637,1.1541,1.0981,0.8831,0.6632,0.4403,0.1914,0.3988,0.7771,0.7291,0.2922,0.7679,0.1955,1.1767,0.7437,0.4382,0.3216,0.8712,0.5632,1.4534,1.0013,0.5321,0.5809,0.1804,0.3387,0.7577,-0.1093,0.2892,-0.0242,1.0923,0.9464,0.5028,0.5922,0.9582,0.8532,0.2203,1.2658,0.5472,0.8944,0.8444,1.3781,0.6217,1.3687,0.5898,0.346,0.3205,0.7151,1.6851,0.0556,0.8267,0.6913,0.607,1.1085,0.3901,0.9353,0.5712,1.0031,1.3364,1.6885,0.6409,0.728,0.2769,0.0795,1.2504,0.6288,0.4416,0.8355,0.3659,1.115,0.6054,0.6252,BRCACancer
E02,-0.0027,1.3049,0.6994,0.0889,0.5072,1.1576,0.691,0.6302,0.2159,0.556,1.033,1.253,0.8978,0.996,1.0069,0.5611,0.5743,0.2809,0.4115,0.7092,0.6041,0.5631,0.8947,0.1456,1.2897,0.8212,0.3583,0.1786,1.0033,0.6193,1.3077,1.1984,0.633,0.5134,0.2127,0.3721,0.8492,-0.022,0.4153,0.0441,0.9699,0.8576,0.9107,0.4899,0.9657,0.5091,0.2033,0.8852,0.8647,0.9164,0.9871,1.1681,0.702,1.442,0.4968,0.2662,0.4158,0.6222,1.0726,0.1327,0.6031,0.6409,0.5195,0.7691,0.3172,1.17,0.6121,1.0835,1.0627,1.4831,0.6858,0.6322,0.3152,0.1627,1.0656,0.6029,0.3069,1.7161,0.3129,1.0293,0.3998,0.5915,Control
E03,0.1755,1.3549,0.8763,0.208,0.3176,1.0214,0.5526,0.2925,0.1613,0.4264,0.9757,1.284,0.9366,1.1497,0.7662,0.7322,0.6891,0.3415,0.3844,0.7126,0.6477,0.5923,0.563,0.2261,1.2109,0.8707,0.4043,0.2054,0.7623,0.7719,1.4908,1.1321,0.6777,0.7184,0.2362,0.4498,0.6069,-0.032,0.3385,-0.0752,1.1165,1.1854,0.6257,0.8544,0.9839,0.8857,0.2687,1.3287,0.696,0.7812,1.0959,1.4721,0.7314,1.3948,0.3602,0.3415,0.5312,0.8202,1.3305,0.1677,0.5149,0.6676,0.7769,0.8136,0.4071,1.0219,0.4651,1.0571,1.2901,1.7768,0.8169,0.8702,0.2088,0.3579,1.2288,0.5512,0.5209,1.1973,0.2612,1.0828,0.716,0.5178,Control
E04,0.1614,1.5531,1.0782,0.2132,0.582,1.2335,0.9063,0.6727,0.334,0.6105,1.2783,1.428,1.1565,1.3442,1.0454,0.7325,0.8716,0.326,0.5705,1.0279,0.7679,0.6872,1.4358,0.2523,1.5883,0.975,0.4491,0.4418,1.1343,0.9294,1.4956,1.3979,0.6792,0.9247,0.4652,0.4752,0.8314,-0.0643,0.4389,0.0924,1.362,1.1446,0.9943,0.7033,0.9721,0.9326,0.4235,1.3991,1.1194,1.0854,1.0068,1.4294,0.8558,1.6232,0.7323,0.4654,0.4812,0.8543,1.6078,0.1697,0.8069,0.743,1.0229,1.054,0.5944,1.1795,0.8092,1.3683,1.371,1.9055,1.0463,1.0082,0.4326,0.3529,1.3361,0.9321,0.657,1.1471,0.4564,1.201,0.868,0.7987,Control
E05,0.061,1.3124,0.75,0.0924,0.5114,0.9427,0.6346,0.6061,0.3166,0.3977,1.0097,1.4185,1.1443,1.0565,0.913,0.5563,0.8355,0.0489,0.4025,0.7726,0.5721,0.3372,0.9092,0.1343,0.9924,0.697,0.2446,0.4263,0.9611,0.4901,1.2852,1.1687,0.3613,0.5263,0.2399,0.5007,0.8804,-0.0823,0.3356,-0.0053,1.0778,0.7986,0.809,0.6141,0.9082,0.6408,0.2826,1.0601,0.7824,0.9942,0.8776,1.1322,0.7628,1.3407,0.3642,0.4229,0.3816,0.7605,1.2056,0.1399,0.6762,0.5521,0.4487,0.7057,0.1688,1.1385,0.6995,1.0275,1.4239,1.349,0.8036,0.9401,0.2099,0.2236,0.7524,0.8245,0.3129,1.4119,0.3007,0.9414,0.5939,0.5852,Control
E06,-0.0027,1.1934,0.384,-0.0171,0.2768,0.4566,0.4481,0.4116,0.1848,0.4663,1.1165,0.9133,0.9526,1.0458,0.874,0.4771,0.5993,0.0342,0.3466,0.6559,0.5406,0.5833,0.562,0.0981,1.0431,0.5319,0.3291,0.0523,0.92,0.4562,1.0369,0.9438,0.0103,0.5323,0.0245,0.2711,0.6954,-0.2257,0.2174,0.1872,0.7236,0.6561,0.6798,0.4485,0.8805,0.6788,0.038,1.0843,0.5036,0.7048,0.7666,0.8113,0.2686,1.1885,0.5711,0.4933,-0.1151,0.4969,1.2862,0.2884,0.8746,0.4588,0.4483,0.6977,-0.0513,1.0083,0.7506,0.4474,1.1654,1.2009,0.7342,0.5921,0.0842,0.2185,1.2591,0.6586,0.1281,1.0999,0.3815,0.6328,0.4684,0.4943,BRCACancer
E07,0.2058,1.3541,0.8328,0.1162,0.4066,1.1524,0.8222,0.6015,0.1993,0.5568,1.1952,1.2618,1.0668,1.2132,0.8643,0.7809,0.7058,0.2694,0.3595,0.9055,0.638,0.8338,0.8364,0.1864,1.2979,0.912,0.3141,0.2532,0.8524,0.7354,1.3028,1.2834,0.5651,0.7752,0.3681,0.4882,0.6731,-0.0528,0.3215,-0.091,1.2361,1.2349,0.8963,0.7616,0.865,0.7321,0.2562,1.4276,0.8398,0.9941,0.9872,1.1879,0.818,1.4238,0.4653,0.4304,0.3947,0.9346,1.5866,0.2822,0.7041,0.8111,0.8874,1.0041,0.3944,1.1066,0.566,1.2378,1.4144,1.764,1.0119,0.8568,0.2855,0.2972,1.5498,0.6216,0.5275,1.548,0.3514,1.0464,0.5306,0.617,BRCACancer
E08,0.1347,1.4427,0.7681,0.1681,0.5268,0.9653,0.7333,0.5672,0.2348,0.4403,1.0734,1.2704,1.0325,1.1338,0.8751,0.7409,0.6436,0.2399,0.4265,0.7341,0.7731,0.5511,0.979,0.2017,1.2413,0.862,0.3844,0.1729,1.0169,0.569,1.352,1.1635,0.5441,0.7109,0.3827,0.3989,0.7971,-0.0308,0.3441,-0.1306,1.0943,1.1055,0.7187,0.6029,0.8966,0.821,0.245,1.198,0.8804,0.8181,1.0287,1.3463,0.7959,1.4231,0.4724,0.51,0.5513,0.8503,1.4706,0.277,0.7002,0.6709,0.7089,0.8778,0.3695,1.1332,0.3996,1.028,1.2677,1.6794,0.9773,0.8697,0.3182,0.3551,1.4689,0.8889,0.271,1.5569,0.4266,1.0743,0.6302,0.6834,Control
E09,0.099,1.6299,0.8285,0.1564,0.3704,1.1646,0.6298,0.6726,0.282,0.4687,0.9509,1.2866,0.8464,0.9104,0.9248,0.6975,0.5219,0.3011,0.4825,1.0517,0.7662,0.4862,1.0917,0.2943,1.6529,0.8141,0.1642,0.2146,0.9673,0.5358,1.4495,0.9623,0.7093,0.6524,0.2755,0.3589,0.8068,-0.073,0.4145,0.0517,1.1517,1.0658,0.8759,0.5246,0.9271,0.629,0.1619,0.902,0.7693,1.0318,1.0314,1.2745,0.9198,1.5789,0.5467,0.2877,0.7012,0.878,1.2604,0.2593,0.5892,0.7533,0.4896,0.6646,0.3008,1.1302,0.5922,1.0279,1.0541,1.4429,0.8116,0.7966,0.2207,0.4307,1.0979,0.898,0.2162,1.2738,0.3712,1.5255,0.6085,0.5939,BRCACancer
E10,0.0024,1.4006,0.7654,0.0856,0.5627,1.0082,0.8097,0.5932,0.3347,0.5294,1.2338,1.2944,1.0544,1.2002,0.9408,0.7232,1.0012,0.1066,0.4584,0.8383,0.6964,0.4976,1.1813,0.2136,1.2366,0.9134,0.5233,0.2038,0.9541,0.6936,1.2673,1.1613,0.3109,0.6547,0.2747,0.4954,0.6583,-0.0896,0.3948,0.1215,1.1391,0.8909,0.7782,0.4277,0.9062,0.7419,0.2018,1.2871,0.7717,0.9821,1.1634,1.2117,0.6938,1.4148,0.677,0.4916,0.3899,0.7277,1.3484,0.233,0.7736,0.6094,0.7211,1.134,0.3523,1.2133,0.6227,1.2007,1.231,1.8133,0.96,0.9301,0.2925,0.3918,1.4388,0.8049,0.3489,1.2363,0.4093,1.057,0.7373,0.6881,BRCACancer
E11,0.071,1.2142,0.5704,0.1344,0.2654,0.9936,0.6095,0.3249,0.2518,0.4055,0.8601,0.9578,0.8625,0.7623,0.6415,0.6115,0.6059,0.2358,0.45,0.8595,0.4985,0.3736,0.5245,0.0263,1.0001,0.6069,0.179,0.1039,0.6734,0.5226,1.3431,0.8257,0.2916,0.5512,0.1701,0.2729,0.5688,-0.077,0.2702,0.0192,1.0546,0.9275,0.6986,0.42,0.8713,0.3231,0.1115,0.9329,0.5737,0.9058,0.9386,1.1931,0.6722,1.1059,0.3662,0.3273,0.2158,0.6511,0.9586,0.3332,0.5792,0.4826,0.5512,0.6533,0.2706,0.9147,0.5746,0.995,1.1444,1.2851,0.6614,0.7195,0.1122,0.2589,0.7995,0.7907,0.4545,1.278,0.252,1.0485,0.3222,0.5334,Control
E12,-0.0953,1.235,0.5508,-0.0184,0.1887,0.8297,0.2706,0.2654,0.0642,0.3451,0.927,0.8502,0.727,0.6164,0.4159,0.2983,0.3269,0.1696,0.3136,0.6195,0.2258,0.1888,0.5904,0.0596,1.1543,0.6143,0.039,0.176,0.552,0.3508,1.1752,0.6289,0.2547,0.419,0.114,0.283,0.4746,-0.0674,0.1907,-0.0184,0.9504,1.0373,0.4319,0.2268,0.868,0.2325,0.0139,0.8039,0.3668,0.4473,0.8206,1.1162,0.2265,1.175,0.5513,0.1612,0.0534,0.6377,0.8986,0.2058,0.4791,0.5726,0.3808,0.5487,0.1006,0.8535,0.4206,0.765,1.0473,1.1741,0.5015,0.5916,0.1155,0.1113,0.6601,0.5149,0.2237,1.1181,0.2428,0.9237,0.4453,0.259,BRCACancer
