@relation data

@attribute id string
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 5053 numeric
@attribute 6898 numeric
@attribute Class {Control,BRCACancer}

@data
AA_RR-849,-0.0287,0.3518,0.3629,-0.0972,-0.0491,BRCACancer
AE_RR-3300,0.03,0.2605,0.2947,-0.104,-0.0425,Control
AF_RR-3276,0.5659,0.7054,0.5999,0.0737,-0.066,Control
AG_RR-3298,-0.0344,0.2415,0.3381,-0.0659,-0.0852,Control
AH_RR-3295,-0.0559,0.3466,0.3377,-0.1018,0.019,Control
AI_RR-3291,0.0361,0.3848,0.3447,-0.1034,-0.0875,Control
AJ_RR-3296,-0.0366,0.3567,0.3546,-0.076,0.029,Control
AM_RR-1949,-0.0032,0.3542,0.3448,-0.0824,-0.0325,Control
AN_RR-3297,0.066,0.2999,0.4187,-0.0764,-0.059,Control
AO_RR-3288,-0.0207,0.3704,0.4894,-0.0518,-7e-04,Control
AP_RR-3280,0.0754,0.2862,0.282,-0.042,-0.0208,Control
AR_RR-3278,-0.0043,0.3797,0.3118,-0.0689,0.0407,Control
AS_RR-3277,0.0217,0.3254,0.385,-0.0551,-0.0057,Control
A_RR96-12,-0.0497,0.4955,0.4118,-0.0857,-0.0475,BRCACancer
B_RR-1519,0.4639,0.7916,0.8597,-0.073,-0.11,BRCACancer
C_RR-3293,0.3363,0.904,0.636,-0.0567,-0.041,BRCACancer
D_RR-3301,-0.0477,0.2953,0.3209,-0.0969,-0.0772,BRCACancer
E_RR-2070,-0.0199,0.5286,0.4443,-0.0819,-0.0949,BRCACancer
J_RR-1226,-0.0385,0.3312,0.3386,-0.0551,0.0021,BRCACancer
K_RR-3290,-0.0426,0.3591,0.2995,-0.0627,-0.0464,Control
L_RR-3286,0.0599,0.363,0.3554,-0.1177,-0.1075,Control
N_RR-3294,0.0281,0.3064,0.3087,-0.072,0.0385,Control
O_RR-3285,0.1229,0.329,0.3176,-0.0941,-0.04,Control
P_RR-3274,0.0138,0.3782,0.3208,-0.0356,-0.0602,Control
Q_RR-3283,-0.0346,0.3891,0.3448,-0.0783,-0.0661,Control
RR-3275,-0.0181,0.3556,0.4227,-0.0626,-0.0121,Control
RR-3281,0.0458,0.4059,0.2808,-0.0792,0.0214,Control
RR-3287,-0.0135,0.3584,0.3344,-0.0635,0.0037,BRCACancer
RR-3289,0.0467,0.3399,0.3784,-0.0885,-0.1071,Control
RR-3299,-0.0603,0.3518,0.3901,-0.0657,-0.062,BRCACancer
T_RR-3292,0.0258,0.2998,0.3116,-0.0646,-0.025,Control
U_RR-2236,0.0331,0.42,0.4214,-0.0924,-0.0621,BRCACancer
V_RR-1455,0.8452,1.0216,0.9281,0.1278,-0.0428,BRCACancer
W_RR-922,0.0399,0.3142,0.2761,-0.1153,-0.0358,BRCACancer
X_RR-1083,-0.0533,0.2909,0.3063,-0.1091,-0.0663,BRCACancer
Y_RR-841,0.0218,0.2819,0.2432,-0.0949,-0.0962,BRCACancer
Z_RR-778,0.007,0.227,0.3559,-0.0551,-0.0425,BRCACancer
