@relation data

@attribute 10452 numeric
@attribute 11261 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 2876 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 317 numeric
@attribute 4217 numeric
@attribute 4741 numeric
@attribute 4744 numeric
@attribute 4747 numeric
@attribute 4842 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5630 numeric
@attribute 572 numeric
@attribute 57679 numeric
@attribute 581 numeric
@attribute 5868 numeric
@attribute 5879 numeric
@attribute 596 numeric
@attribute 5961 numeric
@attribute 598 numeric
@attribute 6300 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 6506 numeric
@attribute 6647 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7157 numeric
@attribute 79139 numeric
@attribute 834 numeric
@attribute 836 numeric
@attribute 84134 numeric
@attribute 842 numeric
@attribute 847 numeric
@attribute 9973 numeric
@attribute Class {Control,BRCA}

@data
11.45582051,9.092031069,5.5612686795,10.1781672,9.517696824,5.272033689,6.385522173,6.37665759367,6.065341406,5.735529792,5.659219053,4.924350826,7.7410235595,8.979483163,6.632490438,7.331770425,5.438302209,5.35386248,9.025071112,7.1793537375,11.41782366,9.789998625,11.54965727,5.880937246,7.8209172285,9.821790372,5.63874470533,5.64379041867,7.291725851,8.04104994467,9.868182506,7.20416888733,8.941327257,8.92818876867,7.66150020625,6.264916969,8.478052396,7.123193151,6.963748587,5.357737827,5.507882823,13.39262134,6.992205122,11.97837451,7.427399015,8.06060289,10.6432567,8.743875793,8.021098551,6.7751346955,8.198860636,10.5092383925,9.391275673,BRCA
11.5225547,8.590438399,6.791169903,8.637042439,9.6930332305,4.960014967,6.462547771,6.09051144533,6.024591871,4.932877618,6.199285243,4.553801017,7.693481461,9.584314798,5.778675937,7.692687199,5.243375136,5.343062431,8.530173307,7.4303730355,11.31639767,9.291228915,11.73142947,5.313437469,7.3186471095,10.00036666,5.63836021117,6.10103173667,7.824451441,7.56627437633,9.772286167,6.94434709133,10.16589345,8.97755484267,7.69919135975,6.549981473,9.3012466535,6.222800335,7.32208299633,5.75402647,5.213358218,13.44910353,7.871691396,11.79193625,8.409445169,9.069960645,10.59307853,8.754096497,8.158617651,6.2720604795,7.692121379,10.6140443335,8.59258161633,Control
11.26201864,9.145690907,6.935865955,8.718842038,9.9671321765,5.550447635,6.943836736,6.40003173433,5.582263377,5.790388412,6.000006339,5.510179653,7.5169319435,9.571942743,5.786080904,6.926536547,5.290950766,5.212774804,8.84381204,7.50153016,11.73097541,9.562295439,11.8233355,4.802724808,7.67532014,9.110118593,6.10693756767,5.82446156933,8.261943431,7.59129591867,9.648331121,7.12759723067,9.674898929,8.882604615,8.09596774125,6.59529898,9.2475715835,6.621469955,6.91536080067,5.655216748,6.012127959,13.34055118,6.162699096,11.70928645,8.577788631,8.376018051,10.76745641,8.56053966633,8.264536249,6.2707988905,7.8122716905,10.879544902,8.726360701,Control
11.14007262,8.421119265,6.23780006725,9.243103231,9.849424834,4.961404834,7.505218329,6.431251972,5.715352018,5.818269799,5.932280461,4.877021802,7.2583026115,8.411459216,6.657215268,6.594104823,4.904979261,5.115003321,9.447156147,6.8933171905,11.62683849,10.13925432,10.92879244,4.945808121,8.0652644275,10.87659774,5.68339117333,6.17992307233,9.419760675,7.66188804867,9.768383312,7.73389730333,8.971961016,8.867882958,8.2876995905,6.199432489,10.160659071,7.464997224,6.671794109,5.810321792,5.689307023,13.13613647,5.841225451,12.32501877,8.171178205,8.641980482,9.650235514,8.28682068367,7.961727034,6.7147018195,8.7262881565,9.528066778,9.154210247,BRCA
11.09848962,8.272374492,6.155251749,9.088689621,9.413121938,5.332807495,7.44226163,6.06765298567,6.307980018,5.917259434,6.073504957,5.805041697,7.491349902,9.186362588,5.681878783,7.736809693,5.706262025,4.693784032,8.66705043,7.408146448,12.04715639,9.726252704,11.9029781,4.73499642,7.6098380195,10.82965558,5.76476224117,6.406842111,7.968668413,7.66703628367,10.58594865,6.94164396633,9.378252108,8.552349278,7.76711974975,6.852064791,8.9891806855,7.090538878,7.95391026267,5.892033495,6.347670638,12.44183936,5.923868951,12.15610687,8.792953849,7.522171761,10.68877508,8.48400985467,8.3844099225,6.4717513435,8.6813768815,9.399790577,8.75102843467,BRCA
11.37712933,8.506447554,6.273689165,9.463954014,9.92083501,5.542111953,6.957105307,6.69733073267,5.976599205,5.710400941,5.61707161,4.936651187,7.314781926,9.156570504,5.631258011,7.280866154,5.971837379,5.106757903,9.108133102,7.1208014865,11.78825759,9.678499404,11.4461297,5.2515404,7.0284721055,10.6792956,5.51281927767,6.318598458,8.258590913,8.02569258867,10.0250638,7.79771900533,8.723286465,8.787767491,7.94296329425,6.201051201,9.423520902,6.615413078,7.15183151733,5.593063327,6.072969298,13.30220126,7.264445239,12.03603115,7.964515778,8.151525421,10.09447069,8.18762801967,8.1522695415,6.649290775,8.248373031,9.3935564255,9.089268873,BRCA
10.97053395,8.27586973,6.46315116575,9.329651235,9.754053089,5.088323162,9.367917655,6.463463362,5.773740066,5.738640345,6.60526143,5.015929312,7.439190284,8.088816224,5.915766617,6.635722201,5.434304001,5.274831217,9.377341303,6.752537335,11.72922572,10.00443156,10.69211442,5.293527975,7.455521977,10.91211486,5.7480082465,6.132790906,8.613449811,7.95110622133,9.972922768,7.605231151,8.961436038,8.934366304,8.49738614725,6.697180004,10.2211742005,7.250987916,7.28907497567,5.561487483,5.930034295,13.17957018,6.665268844,11.81753744,7.885637086,8.650083401,9.735649574,8.031631214,8.071465941,6.54073359,8.6068554675,9.3974011635,9.19609895567,BRCA
11.27014362,8.447910911,6.3805448535,9.24711525,9.6232418485,5.371568663,7.412868569,6.33787006533,5.872835683,6.20007038,6.015700078,5.255511354,7.49765713,8.515996551,5.69836522,8.179338273,5.43213367,4.948613986,9.400581223,7.0698721725,11.42322901,9.577046919,10.78663743,4.868157375,6.6752901625,11.25835125,5.4970801105,6.31258353867,7.409584255,7.89435356167,9.9260814,7.74259440933,9.013016321,9.01840760867,8.0343733815,6.218592901,9.52090632,7.043631926,7.62046501267,5.705018031,5.774530941,13.01183005,7.183985468,11.86989657,7.911723223,8.873068105,9.979593509,8.333495253,8.4046207015,6.579954091,8.073461174,9.474038371,8.85685926433,BRCA
10.7777528,8.586728275,6.522968526,9.549178746,10.0880098575,5.414483349,7.65665926,6.217912006,6.126297286,6.252954533,6.426353347,5.057462456,7.365638144,7.816185482,6.124850877,7.246173205,5.592614939,5.198898037,9.046251708,6.9466844905,11.4712435,9.812915765,10.70365297,4.465794865,7.151868078,11.43596985,5.73544914683,6.56668181467,7.443981873,8.071594068,9.794875216,7.86039151,9.075560123,9.258466301,8.36146716375,6.16410807,10.1528186875,7.101978624,7.44773841,6.303055223,6.144052107,13.02515173,6.778573689,12.24889125,7.553957774,9.477151683,8.785862025,8.16641873333,8.161427938,6.563874743,8.5559423875,9.5158384225,9.13190542067,BRCA
12.5292244,8.263599169,6.65967948325,9.867028148,9.603673087,5.901899413,6.528966337,7.094015865,5.408721412,5.64689077,5.606894664,4.632300425,7.0492517595,9.55587899,5.577739426,7.455781587,4.990286948,4.879597034,9.54766629,7.9529606385,12.28769659,10.43684194,9.868745837,4.632300425,7.830943777,11.1404753,5.95434088933,5.459774314,9.314283643,8.530428344,10.55438287,7.466076476,9.549015053,8.91017192567,6.96857569025,6.352798794,7.5182568945,5.606894664,6.86771027567,5.567280188,5.388199225,13.1007987,5.97155002,12.56790862,8.530075742,7.632470217,8.46734177,8.18503615367,9.1174736295,6.0604562045,8.6535305615,8.8543384035,9.85775558533,BRCA
