@relation data

@attribute id string
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 5053 numeric
@attribute 6898 numeric
@attribute Class {Control,BRCACancer}

@data
C07,0.0828,0.3479,0.3385,-0.058,-0.0258,Control
C08,0.1144,0.4891,0.4054,-0.0691,0.0098,Control
C09,0.085,0.3524,0.322,-0.0689,0.0125,Control
C10,0.0896,0.3024,0.3384,-0.1249,-0.1038,BRCACancer
C11,0.0826,0.4231,0.4883,-0.076,-0.0195,Control
C12,0.0916,0.2153,0.2171,-0.0407,-0.0301,BRCACancer
D01,-0.0175,0.2548,0.3092,-0.0877,-0.0571,BRCACancer
D02,0.1861,0.3411,0.3928,0.0064,-0.0187,BRCACancer
D03,0.1504,0.2522,0.2966,-0.064,-0.0488,BRCACancer
D04,0.1431,0.3146,0.3272,-0.0776,-0.077,BRCACancer
D05,0.0798,0.2963,0.3996,-0.0606,-0.0056,BRCACancer
D06,0.1564,0.5223,0.4237,-0.0689,-0.0528,BRCACancer
D07,-0.0039,0.4022,0.4805,-0.0442,-1e-04,Control
D08,-0.1187,0.2662,0.2876,-0.0609,-0.0686,Control
D09,0.169,0.4169,0.378,-0.086,-0.0823,Control
D10,0.0385,0.4728,0.4035,-0.0272,-0.0402,Control
D11,-0.0259,0.1712,0.1159,-0.0432,9e-04,Control
D12,0.0741,0.2619,0.379,-0.0389,-0.0375,Control
E01,-0.024,0.3396,0.3451,-0.0055,0.0032,BRCACancer
E02,-0.0147,0.4682,0.4511,-0.0776,-0.0098,Control
E03,0.071,0.4384,0.4664,-0.0511,0.0029,Control
E04,0.1521,0.3878,0.446,-0.0811,0.0319,Control
E05,-0.0854,0.3763,0.3278,-0.1087,-0.0104,Control
E06,-0.1426,0.2837,0.2467,-0.0825,-0.0711,BRCACancer
E07,-0.0029,0.4255,0.356,-0.0555,0.0213,BRCACancer
E08,0.0799,0.4759,0.4547,-0.0615,-0.0315,Control
E09,0.05,0.4537,0.4377,-0.0626,-0.0038,BRCACancer
E10,-0.022,0.4815,0.4712,-0.091,-0.0756,BRCACancer
E11,-0.0728,0.2883,0.2314,-0.0397,-0.0712,Control
E12,0.0091,0.324,0.2977,-0.0036,-0.0351,BRCACancer
F01,-0.007,0.4464,0.485,-0.1479,-0.0525,Control
F02,0.1059,0.5983,0.5246,-0.0926,-0.0126,Control
F03,0.0433,0.4656,0.4022,-0.1089,-0.0163,Control
F04,-0.0216,0.3485,0.3982,-0.1008,-0.0594,Control
F05,0.1308,0.4386,0.4513,-0.0771,-0.0416,Control
F06,0.091,0.3401,0.3282,-0.0898,-0.0029,Control
F07,0.0591,0.381,0.448,-0.0947,0.0352,Control
F09,0.2449,0.5613,0.5371,-0.0718,0.0136,Control
F10,0.229,0.5637,0.5178,-0.0887,-0.023,Control
F11,0.1835,0.5646,0.4427,-0.0627,-0.0466,Control
F12,-0.0051,0.4488,0.3918,-0.1186,-0.0807,Control
G01,0.1692,0.4612,0.319,-0.0382,-0.0347,Control
G02,0.1587,0.3591,0.3665,-0.0646,0.0081,Control
G03,0.2389,0.4594,0.5359,-0.1109,-0.0706,Control
G04,0.1731,0.4587,0.4662,0.0117,-0.0213,BRCACancer
G05,-0.1249,0.2186,0.2042,0.025,-0.0045,BRCACancer
G06,0.1527,0.3685,0.3905,-0.0608,-0.0162,BRCACancer
G07,0.0021,0.3291,0.406,-0.049,-0.0216,Control
G08,0.1191,0.4525,0.4786,-0.0822,-0.0071,Control
G09,0.0098,0.2618,0.2902,-0.0684,-0.0044,Control
G10,-0.0705,0.3325,0.3456,-0.0124,-0.0506,BRCACancer
G11,0.131,0.1976,0.439,0.1704,0.1861,BRCACancer
G12,0.0389,0.267,0.3542,-0.0634,-5e-04,BRCACancer
H01,-0.1134,0.2154,0.2588,-0.112,-0.0769,Control
H02,0.1502,0.3999,0.4599,-0.0441,-0.0291,Control
H03,-0.0661,0.4466,0.4525,-0.0318,-0.0218,Control
H04,0.0613,0.5492,0.4053,-0.0621,-0.0582,Control
H06,0.1718,0.3403,0.2297,-0.0434,0.0195,Control
H07,-0.0619,0.3718,0.2788,-0.0971,-0.0647,BRCACancer
H08,0.028,0.3126,0.2469,-0.0081,-0.0399,BRCACancer
H09,-0.1262,0.1303,0.1601,-0.0135,-0.0531,BRCACancer
H10,-0.0183,0.2387,0.1148,-0.0196,-0.0787,BRCACancer
H11,-0.0217,0.2934,0.2521,-0.0986,-0.0427,BRCACancer
H12,0.0252,0.5738,0.4019,-0.126,-0.079,BRCACancer
I01,0.0469,0.4704,0.3941,-0.0801,-0.0266,Control
I02,0.1231,0.2978,0.3432,-0.0578,-0.0698,Control
I03,0.0092,0.29,0.2297,0.0128,0.0554,Control
I04,0.1232,0.4867,0.4186,-0.0891,-0.0132,Control
I05,0.0834,0.4786,0.4668,-0.0434,-0.0123,Control
I06,0.0699,0.3818,0.475,-0.0576,-0.1249,Control
I07,0.1953,0.5316,0.4535,-0.1017,0.0148,Control
I08,0.0995,0.4357,0.4479,-0.0765,-0.059,Control
I09,0.0108,0.37,0.2913,-0.0429,0.0015,Control
I10,0.1419,0.479,0.4485,-0.085,-0.0387,Control
I11,-0.1228,0.2114,0.1757,-0.0698,0.0078,Control
I12,-0.1017,0.4604,0.4475,-0.0892,-0.0802,Control
I13,0.0648,0.417,0.3948,-0.0575,-0.0391,Control
J01,0.0396,0.2849,0.3779,-0.0341,0.0381,Control
J02,0.1325,0.342,0.3097,-0.0613,0.0246,Control
J03,0.1389,0.6029,0.5724,-0.064,-0.0307,Control
J04,0.0448,0.4014,0.3692,-0.0617,-5e-04,Control
J05,0.0385,0.3626,0.2574,-0.1288,-0.1231,Control
J06,-0.0447,0.32,0.2424,-0.0685,-0.1256,Control
J07,0.1831,0.4459,0.5465,-0.0857,-0.0194,Control
J08,0.0904,0.3786,0.3086,-0.087,-0.0476,Control
J09,-0.1345,0.2726,0.229,-0.1092,-0.0298,Control
J10,-0.0144,0.4465,0.4371,-0.1076,-0.0934,Control
J11,0.074,0.4019,0.3845,-0.0582,-0.038,Control
J12,0.0096,0.3621,0.3149,-0.044,-0.0036,Control
K01,0.135,0.4952,0.4182,-0.113,-0.0548,BRCACancer
K02,0.1036,0.4302,0.4469,-0.0796,-0.0331,BRCACancer
K03,-0.0321,0.4472,0.4494,-0.0279,-0.0887,BRCACancer
K04,0.1026,0.4646,0.4789,-0.0806,-0.0313,BRCACancer
K05,0.1384,0.3963,0.4402,-0.1113,-0.0299,Control
AA3226,0.1344,0.3334,0.3386,-0.0958,-0.0516,Control
AB3227,0.0556,0.4162,0.3647,-0.0671,-0.0289,Control
AC3228,0.031,0.2296,0.2856,-0.1701,-0.0831,Control
AD3231,-0.0042,0.2592,0.374,-0.1147,-0.1474,Control
AE1543,-0.0116,0.2337,0.3111,-0.031,-0.0386,Control
AF3229,0.1845,0.2241,0.2945,-0.0512,-0.0196,Control
AG3230,0.0378,0.4367,0.481,-0.0621,-0.0153,Control
AH3232,0.1004,0.2027,0.3048,-0.0814,0.0162,Control
AI3233,-0.0166,0.4872,0.5797,-0.0928,-0.0292,Control
AJ3234,-0.0261,0.5218,0.5294,-0.0229,-0.0327,Control
AK3235,-0.0744,0.2683,0.2768,-0.1096,-0.03,Control
AL3236,-0.0352,0.2941,0.427,-0.0491,-0.0167,Control
AM3237,-0.0413,0.4044,0.434,-0.0371,0.0323,Control
AN757,0.0392,0.5075,0.3165,-0.1103,0.0466,Control
C474,0.2791,0.3419,0.2585,-0.065,0.0059,Control
D480,-0.0011,0.2851,0.3447,-0.0636,-0.056,Control
E519,0.1831,0.5601,0.3976,-0.0172,0.0082,Control
F548,-0.0134,0.3399,0.2369,-0.0596,-0.0474,Control
G660,0.1599,0.3282,0.3196,-0.0863,-0.0305,Control
H663,-0.089,0.5068,0.4944,-0.0616,0.0194,Control
I782,-0.0703,0.4937,0.4003,-0.0532,-0.0299,Control
J787,0.2323,0.5593,0.5285,-0.0874,-0.0378,Control
K1162,0.0016,0.5334,0.4557,-0.092,-0.0807,BRCACancer
L1176,-0.0182,0.3334,0.4293,-0.0546,-0.0731,BRCACancer
M1263,-0.0775,0.4305,0.3779,-0.0483,-0.0819,BRCACancer
P1075,0.1442,0.3127,0.2905,-0.0883,-0.0166,BRCACancer
Q1080,0.0557,0.3237,0.2474,-0.0747,0.0186,BRCACancer
R1104,-0.0177,0.5892,0.4757,-0.1014,-0.0313,BRCACancer
S1133,0.3686,0.3367,0.1923,-0.0111,-0.043,BRCACancer
T1463,-0.0544,0.4307,0.523,-0.046,-0.1039,BRCACancer
U2017,0.0072,0.3592,0.4912,-0.0729,-0.0445,BRCACancer
V432,0.2855,0.4436,0.2621,0.0562,-0.0472,BRCACancer
W433,0.0448,0.4829,0.4262,-0.0276,-0.0383,BRCACancer
X524,0.1968,0.36,0.4295,-0.066,0.003,BRCACancer
Y546,-0.0038,0.3203,0.2824,-0.1239,0.0217,BRCACancer
Z3225,-0.0578,0.6087,0.4947,-0.0603,-0.0414,Control
