@relation data

@attribute id string
@attribute 124975 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 57733 numeric
@attribute 6470 numeric
@attribute 6472 numeric
@attribute Class {Control,BRCACancer}

@data
B10,0.1366,-0.0419,0.0312,0.0799,-0.0548,0.0856,0.4282,Control
B11,0.0717,-0.0808,0.1514,0.1628,-0.1645,0.2681,0.557,Control
B12,-0.0046,-0.1454,0.1499,0.0897,0.0203,0.0874,0.1496,Control
C01,0.0577,-0.0584,0.2821,0.0544,-0.0845,0.3327,0.7265,BRCACancer
C02,0.071,-0.0222,0.2748,0.1115,-0.1015,0.2924,0.7362,BRCACancer
C03,0.0227,-0.0909,0.36,0.079,-0.0365,0.4692,0.7094,BRCACancer
C04,0.1898,-0.0186,0.1601,0.257,-0.0607,0.0976,0.4036,Control
C05,0.124,-0.0271,0.1701,0.1863,-0.0527,0.0932,0.4923,BRCACancer
C06,0.1749,-0.019,-0.0491,0.083,-0.1327,0.0783,0.1989,Control
C07,0.1539,-0.0773,0.1434,0.1708,-0.0466,0.1018,0.5637,Control
C08,0.1164,-0.092,0.2577,0.0276,-0.0497,0.2792,0.6511,Control
C09,0.1149,-0.0091,0.2062,0.1564,-0.0935,0.1633,0.5831,Control
C10,0.082,-0.0472,0.1718,0.225,-0.0615,0.1065,0.6031,BRCACancer
C11,0.161,-0.1426,0.3343,0.169,-0.1453,0.2185,0.7061,Control
C12,0.0838,0.0312,0.132,0.1723,-0.0716,0.0862,0.4104,BRCACancer
D01,0.147,-0.0191,0.3299,-0.0477,-0.1028,0.1823,0.4129,BRCACancer
D02,0.1549,-0.0926,0.1529,0.1811,-0.0553,0.1225,0.7447,BRCACancer
D03,0.013,-0.0616,0.1375,0.1241,-0.0901,0.1654,0.5999,BRCACancer
D04,-0.0205,0.0237,0.2226,0.1588,-0.0583,0.0207,0.6827,BRCACancer
D05,0.0314,-0.0263,0.1168,0.1497,-0.0099,0.2058,0.5757,BRCACancer
D06,0.0692,-0.0253,0.3009,0.1288,-0.0597,0.3289,0.8114,BRCACancer
D07,0.1421,-0.0398,0.2291,0.1494,-0.0601,0.2266,0.698,Control
D08,0.096,0.0341,0.1306,0.07,-0.1018,-0.0036,0.5449,Control
D09,0.1425,-0.0447,0.2607,0.1569,-0.0932,0.1827,0.6831,Control
D10,0.1202,-0.1219,0.1389,0.2242,-0.0487,0.215,0.8381,Control
D11,0.2151,0.1391,-0.01,0.0641,-0.241,0.017,0.2968,Control
D12,0.2332,-0.0559,0.1255,0.1445,-0.1645,0.136,0.5722,Control
E01,0.004,0.0114,0.1208,0.1096,-0.0546,0.1875,0.5226,BRCACancer
E02,0.0096,-0.1236,0.1989,0.1911,-0.0127,0.2396,0.7547,Control
E03,0.0566,0.0834,0.3182,0.2232,-0.0053,0.274,0.7363,Control
E04,0.0044,-0.0417,0.5196,0.1891,-0.053,0.2991,0.7781,Control
E05,0.1842,-0.0696,0.2403,0.03,-0.145,0.1914,0.5432,Control
E06,0.1246,-0.1987,-0.0424,-0.0998,-0.0998,0.0498,0.4081,BRCACancer
E07,-0.035,-0.0093,0.1877,0.1511,-0.1013,0.1136,0.6547,BRCACancer
E08,-0.0221,-0.0108,0.3371,0.1576,-0.1034,0.2468,0.7221,Control
E09,-0.0238,0.0488,0.2597,0.1688,-0.0107,0.2009,0.797,BRCACancer
E10,0.0727,-0.0926,0.1908,0.0915,-0.0181,0.2038,0.6777,BRCACancer
E11,0.124,-0.0341,0.2021,0.1452,-0.1033,0.2186,0.5679,Control
E12,-0.0129,-0.1194,0.0777,0.0618,-0.1087,0.1634,0.4437,BRCACancer
F01,0.0262,-0.0933,0.3454,0.064,-0.1063,0.2347,0.7688,Control
F02,0.0346,0.0291,0.4088,0.1159,-0.1037,0.2358,0.789,Control
F03,0.1049,-0.0805,0.1956,0.0632,-0.1392,0.2375,0.6207,Control
F04,0.1098,-0.0295,0.2068,-0.0081,-0.0886,0.2214,0.6164,Control
F05,0.0514,0.018,0.2852,0.0784,-0.0771,0.1582,0.6761,Control
F06,0.0261,-0.0324,0.0318,0.0491,-0.0217,0.1916,0.6415,Control
F07,0.1041,-0.0078,0.3084,0.1495,-0.0803,0.2239,0.6704,Control
F09,0.0716,0.0279,0.3537,0.1932,-0.0823,0.2834,0.8421,Control
F10,0.0774,-0.0132,0.3651,0.1227,-0.1116,0.2285,0.7963,Control
F11,0.103,-0.0583,0.2056,0.1496,-0.0034,0.1542,0.7321,Control
F12,0.0055,-0.1288,0.2089,-0.0248,-0.1604,0.0766,0.5518,Control
G01,0.079,-0.1399,0.1094,0.1789,-0.141,0.2989,0.6247,Control
G02,-0.0162,0.0866,0.1365,0.1856,-0.0831,0.1861,0.5902,Control
G03,0.0295,-0.1163,0.3812,0.0574,-0.0536,0.1635,0.6898,Control
G04,0.0301,-0.0422,0.2572,0.2542,-0.0329,0.2126,0.8174,BRCACancer
G05,0.2121,0.0317,0.1517,-0.009,-0.1715,0.1117,0.4123,BRCACancer
G06,0.0392,-0.0364,0.148,0.1077,-0.0359,0.2021,0.5487,BRCACancer
G07,0.1222,-0.0541,0.2495,0.111,-0.1128,0.1024,0.7166,Control
G08,0.0201,-0.0054,0.2856,0.0599,-0.0617,0.2575,0.6723,Control
G09,0.0328,-0.0537,0.1817,0.2724,-0.0446,0.0517,0.3734,Control
G10,0.1121,-0.0583,0.0966,0.0322,-0.1358,0.1037,0.383,BRCACancer
G11,0.1199,0.1158,0.033,0.1252,0.0657,0.0607,0.5054,BRCACancer
G12,0.011,-0.0996,0.1877,0.0891,-0.1424,0.1103,0.4635,BRCACancer
H01,0.088,-0.0518,0.1292,0.1432,-0.1351,0.0884,0.5023,Control
H02,0.0358,-0.0773,0.2404,0.2789,0.007,0.1368,0.6676,Control
H03,0.1211,0.0102,0.1617,0.0679,-0.1781,0.1611,0.6135,Control
H04,0.0853,-0.0784,0.2968,0.0613,-0.0711,0.353,0.6824,Control
H06,0.0606,-0.0409,0.1828,0.2498,-0.0927,0.1049,0.4976,Control
H07,0.1406,-0.1879,0.2177,-0.0135,-0.161,0.1866,0.3979,BRCACancer
H08,0.008,-0.0507,0.0399,0.1693,-0.0908,0.1865,0.3643,BRCACancer
H09,0.2208,-0.0939,0.116,-1e-04,-0.2098,-0.013,0.1713,BRCACancer
H10,0.1158,-0.0086,0.0568,-0.0489,0.0334,0.0761,0.3487,BRCACancer
H11,0.0289,-0.0921,0.1013,0.0582,-0.095,0.0992,0.4447,BRCACancer
H12,0.0431,-0.0208,0.1581,0.048,-0.0838,0.2859,0.6131,BRCACancer
I01,0.105,-0.0149,0.1206,0.126,-0.0617,0.2037,0.6064,Control
I02,0.1949,-0.0403,0.12,0.0274,-0.1134,0.1005,0.3844,Control
I03,0.1161,0.0294,0.083,0.0578,-0.0786,0.0723,0.4766,Control
I04,2e-04,0.0368,0.3586,0.2613,-0.0529,0.2301,0.8417,Control
I05,0.1642,0.0715,0.2289,0.2913,0.0072,0.2271,0.7251,Control
I06,-0.0239,-0.0302,0.2307,0.1634,-0.0599,0.2846,0.6255,Control
I07,-0.0068,0.0102,0.5063,0.1143,-0.0338,0.215,0.736,Control
I08,0.0944,-0.0377,0.2568,0.0026,-0.0745,0.118,0.7039,Control
I09,0.1302,0.0143,0.1906,-0.0067,-0.114,0.1787,0.5067,Control
I10,0.1344,0.0056,0.2903,0.1032,-0.1347,0.3583,0.7124,Control
I11,0.1115,-0.0201,-0.018,-0.0149,-0.0618,0.0289,0.3852,Control
I12,0.1446,-0.0562,0.253,0.0528,-0.1613,0.1438,0.5413,Control
I13,0.0388,-0.0446,0.3461,0.123,-0.0653,0.2196,0.6643,Control
J01,0.0678,0.0678,0.2089,0.2269,-0.1571,0.1766,0.467,Control
J02,0.0188,-0.0169,0.2519,0.2369,-0.0563,0.1243,0.5727,Control
J03,0.0999,-0.0594,0.353,0.1026,-0.0228,0.2467,0.7828,Control
J04,0.1301,-0.049,0.238,0.1895,-0.0586,0.2718,0.7283,Control
J05,0.0242,-0.0104,0.1597,0.0057,-0.0698,0.1287,0.4338,Control
J06,0.0882,-0.0707,0.1838,-0.0347,-0.0338,0.1031,0.3948,Control
J07,0.0482,-0.004,0.3049,0.1432,-0.0448,0.2875,0.7917,Control
J08,2e-04,-0.0477,0.2222,0.0405,-0.0327,0.1345,0.6291,Control
J09,-0.0227,-0.0296,0.3017,0.0156,-0.1293,0.1312,0.3464,Control
J10,0.091,-0.2301,0.3174,0.0458,-0.0881,0.2165,0.5873,Control
J11,0.1279,-0.0627,0.2963,0.0662,-0.1144,0.2202,0.5208,Control
J12,0.2083,-0.0496,0.1864,0.066,-0.1376,0.1947,0.4554,Control
K01,0.1349,-0.0337,0.2548,0.1425,-0.0101,0.3347,0.721,BRCACancer
K02,0.152,-0.0419,0.2948,0.0878,-0.0286,0.2388,0.7051,BRCACancer
K03,0.101,-0.048,0.154,-0.0041,-0.1695,0.2112,0.4762,BRCACancer
K04,0.0619,-0.0437,0.2727,0.1715,-0.0841,0.2328,0.6749,BRCACancer
K05,0.0353,-0.0232,0.2379,0.2219,-0.0333,0.2021,0.6045,Control
AA3226,0.1068,-0.0389,0.0796,0.0684,-0.1743,0.3112,0.4301,Control
AB3227,0.0812,-0.0812,0.2587,0.0351,-0.0854,0.1661,0.5866,Control
AC3228,0.0796,-0.0899,0.2788,-0.0849,-0.008,0.2536,0.5011,Control
AD3231,-0.0315,-0.0896,0.361,0.0098,-0.0867,0.2122,0.535,Control
AE1543,0.0867,-0.0514,0.2226,0.0246,-0.0761,0.1997,0.5926,Control
AF3229,0.0556,-0.009,0.1189,0.0901,-0.1539,0.0893,0.3925,Control
AG3230,0.1253,-0.0577,0.328,0.0541,-0.0984,0.1353,0.5908,Control
AH3232,0.1139,-0.0498,0.2687,0.0814,-0.1108,0.1499,0.4268,Control
AI3233,0.0843,-0.0439,0.334,0.0227,-0.0481,0.1967,0.7336,Control
AJ3234,-0.0325,-0.0877,0.19,0.0164,-0.1061,0.2606,0.7934,Control
AK3235,0.0229,-0.1018,0.233,-0.0023,0.0114,0.2488,0.5647,Control
AL3236,0.1055,0.0324,0.3913,0.0164,-0.0572,0.1796,0.6619,Control
AM3237,0.1162,-0.05,0.4296,0.1797,-0.161,0.4257,0.7045,Control
AN757,0.1023,-0.0643,0.2148,0.1157,-0.0246,0.2783,0.6618,Control
C474,0.0034,-0.1196,0.1884,0.2201,-0.0568,0.0276,0.5049,Control
D480,0.1286,-0.1546,0.0845,0.225,-0.0321,0.0736,0.559,Control
E519,0.1985,0.0228,0.1631,0.1431,-0.1497,0.3272,0.5974,Control
F548,0.2153,-0.0505,0.0798,0.1013,-0.0836,0.0724,0.3496,Control
G660,-0.0301,-0.0278,0.178,0.2239,-0.0464,0.1124,0.6241,Control
H663,0.0306,0.0076,0.231,0.1034,-0.0846,0.1038,0.7018,Control
I782,0.0905,-0.1176,0.2033,0.1367,-0.0133,0.1245,0.7139,Control
J787,0.1374,-0.0012,0.1709,0.169,-0.0518,0.2004,0.8123,Control
K1162,-0.0349,-0.0289,0.2405,0.1266,-0.0977,0.196,0.8967,BRCACancer
L1176,0.1315,-0.0523,0.214,-0.0458,-0.0531,0.2249,0.4246,BRCACancer
M1263,0.0143,-0.042,0.3224,0.0489,-0.0502,0.2335,0.6406,BRCACancer
P1075,0.0595,0.0543,0.1713,0.1485,-0.0027,0.1549,0.4707,BRCACancer
Q1080,0.0224,-0.1852,0.0575,0.1288,-0.0837,0.1025,0.4382,BRCACancer
R1104,0.0635,-0.0378,0.1934,0.066,-0.0687,0.226,0.6621,BRCACancer
S1133,0.0739,-0.0066,0.0175,0.0367,-0.0181,0.1501,0.508,BRCACancer
T1463,0.026,0.0493,0.2885,0.1857,-0.1386,0.4489,0.659,BRCACancer
U2017,0.1237,-0.1026,0.1832,0.0143,-0.0891,0.0509,0.4894,BRCACancer
V432,0.0593,0.0881,0.0646,0.0034,-0.1817,0.147,0.4364,BRCACancer
W433,0.141,0.0352,0.2236,0.1286,-0.1129,0.203,0.7035,BRCACancer
X524,0.1162,0.0813,0.0429,0.1006,-0.1109,0.0744,0.5142,BRCACancer
Y546,0.0347,-0.0509,0.0087,0.2568,-0.1389,0.0161,0.372,BRCACancer
Z3225,0.108,0.0108,0.4654,0.1733,-0.0998,0.2669,0.8137,Control
