@relation data

@attribute 1022 numeric
@attribute 10629 numeric
@attribute 11036 numeric
@attribute 129685 numeric
@attribute 138474 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 27097 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2966 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2969 numeric
@attribute 387332 numeric
@attribute 391766 numeric
@attribute 391767 numeric
@attribute 404672 numeric
@attribute 4331 numeric
@attribute 51616 numeric
@attribute 54457 numeric
@attribute 6872 numeric
@attribute 6873 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6879 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 8148 numeric
@attribute 83860 numeric
@attribute 902 numeric
@attribute 9519 numeric
@attribute 9569 numeric
@attribute Class {Control,BRCA}

@data
9.6014742,10.43144566,5.66833307,6.407369816,7.299210594,9.204131621,10.65722043,6.653068749,6.18872641367,10.325896,9.938499406,8.110550027,11.62774602,10.79666855,10.90796116,6.858718118,5.171538364,7.676452764,10.34768534,5.819391261,6.264916969,5.232863381,4.761566465,11.39624368,7.173305173,6.388672032,4.879474508,8.001455187,8.101898382,8.613551105,5.603041174,8.228339065,7.902886268,9.965539411,5.8706972455,11.29445435,5.787779337,8.897755568,10.236088035,9.676966886,10.976877992,5.798545245,8.174296834,9.288163079,7.2759186125,BRCA
9.65659519,9.709023968,5.52958304467,5.9448508035,8.780499681,7.815256994,10.16944939,6.6960200285,6.66739253233,10.91785336,9.905613067,8.649382947,11.27693876,10.27729935,10.82131183,6.7861813475,5.37574431,8.933248873,9.399502844,6.75661751367,6.877901039,5.291135005,4.79910194,11.90369558,7.443588263,6.377066798,5.559806297,7.594880712,9.495495869,10.07718328,5.461570507,7.199626033,7.482110082,9.848568613,6.647844913,11.04197755,5.586773185,9.603413599,7.417907274,9.878403925,10.7447473165,5.774003319,8.4740299995,9.319605022,7.1378247275,Control
9.597587563,9.927059815,5.717863843,6.5052737155,8.723286465,8.343586732,10.08514084,6.6687002685,6.611321398,10.89786457,10.0362427,8.621302014,11.62374676,10.38624004,10.75314175,6.421656707,4.988697465,8.832795987,9.933941823,6.78689809133,6.054637553,4.958855721,5.178626261,11.72040472,7.108370574,6.3330775295,4.518505219,8.136971065,9.684481761,9.664661106,5.40889121,7.541331155,7.9089913135,9.465413927,6.4494654445,11.03036559,5.88179384,9.597587563,7.8635533895,9.64691917,11.0860715935,5.194516664,8.5940360615,9.436337353,7.067833897,Control
9.617614907,10.29339725,5.42671958933,6.5431264585,8.954364367,9.167193021,10.93024227,6.3983785545,5.532633969,10.75119697,10.27390663,8.809061578,10.8441842,10.41629907,10.26546887,5.456076664,5.292792099,8.194979796,10.39216207,6.49781806133,6.209166382,5.149758548,4.796249019,11.5155078,5.771628945,5.860102692,5.709849771,6.5096630735,9.881466225,9.932695001,4.764223297,7.53621054,8.503611181,9.438719677,5.567906116,11.09339134,6.146294365,9.949994866,6.315257659,10.21839405,10.926019379,6.081773918,7.1655308455,9.004235304,7.492061047,BRCA
10.07000053,10.34201385,5.480655469,6.538948641,8.293346485,9.101470918,11.10864878,5.878288116,5.76435993667,9.969494854,10.17328397,8.501002294,11.29154789,10.04182378,10.46916384,5.544020716,4.788047896,8.73696091,10.23091542,6.34048607467,5.801036561,5.36458228,4.780849891,10.40972005,5.902683368,5.789690862,5.65306808,7.9992084575,10.42901989,9.794773703,5.076613872,7.553957774,7.632016503,9.342830898,5.488639607,10.32429902,5.775321383,9.318577337,7.002108506,9.772562477,11.1369634895,5.516079338,7.126664761,9.336507187,7.6030137645,BRCA
10.12919321,10.25287861,5.44547437567,6.45849346,8.646073643,9.228344402,10.88769302,6.498714418,5.68797612733,10.66644619,10.45289528,9.069960645,11.30449979,10.80422,10.49127719,5.44209646,5.258529523,8.461204311,10.54330281,6.27509675233,6.055397005,5.368428976,4.800655715,11.62261253,6.196042028,5.8658230295,5.335936286,7.293611673,9.704855164,9.791635483,4.969485815,8.049278334,8.372869433,9.204131621,5.8225642365,11.06473959,6.24317934,10.10988324,6.319694091,10.26730203,11.012265125,5.8299456855,7.207971487,9.091846003,7.567379275,BRCA
10.19591385,10.25619722,5.27262785533,6.4483341905,9.020550208,9.230129219,10.61346285,6.596508161,5.68737918733,10.74066222,10.7304916,9.096966204,10.91383956,10.86526952,10.32819838,5.5223939415,5.533727829,8.260097569,10.42417183,6.60937585933,5.926421279,5.027254978,5.31868854,11.82578773,6.101719008,5.775754293,5.325090664,6.2559533555,9.824123869,9.878603173,5.098043929,7.695647856,8.516978346,9.131343263,5.851401107,11.20780763,6.104971499,10.21419195,5.8719675625,10.29166028,11.426451788,5.8929177105,7.3753302775,9.157947591,7.810952908,BRCA
10.21780056,10.09533805,5.19369236167,6.450907314,8.283761058,9.21184032,10.55979796,6.409085638,5.66673193633,10.98687328,10.58303601,9.182779884,11.3382407,10.72254311,10.85319669,5.5364636575,5.358089615,8.26545228,10.32995358,6.35963156167,5.916483362,5.035416341,5.317422789,11.87858273,5.913853554,5.791610631,5.428453347,6.8233046055,9.782269769,9.820626194,5.080243265,7.916478324,7.9607632885,9.238190424,5.8535803325,11.30872029,5.980317403,10.31961599,6.337928816,10.09627409,11.0895696365,6.048775647,7.5514060975,9.232481563,7.469247077,BRCA
10.13564553,10.0672196,5.329497715,6.433376159,8.819397657,8.758440706,10.83660293,6.4258243615,5.66898314867,11.06986277,10.49005891,9.118948289,11.17484162,10.84822018,10.60533161,5.15457292,5.286429541,8.169525606,10.54869216,6.33329065,6.070878328,5.14395584,5.316879984,11.56532836,5.669530862,5.8909405305,5.833276737,6.2511141275,9.632114196,9.686960543,4.698514237,7.351604314,8.4428349015,9.42871668,5.77208709,11.42258795,6.083219352,10.41126499,5.752067338,10.30144507,11.14628334,5.8765419045,7.2303432025,9.272280513,7.601337267,BRCA
8.777182254,10.87516208,5.40068680467,6.394443873,8.946578177,9.785984134,10.83158062,5.630322747,5.634660947,11.082442,8.982823296,8.280493715,11.73450229,11.03013967,6.387591412,5.321608753,5.052688948,8.512346531,10.32910148,6.763881888,5.823692844,4.879597034,5.156448444,11.77058762,5.781235931,5.894559385,5.088959125,7.2855589845,10.53248283,9.925925682,4.522411849,6.387591412,7.86446929,8.38506549,5.7447864355,11.58795809,5.901899413,10.08992748,6.5610379715,8.402085935,11.1183238625,5.7162762705,7.3442798615,9.16142866,7.92562147,BRCA
