@relation data

@attribute id string
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 6019 numeric
@attribute 5021 numeric
@attribute 5539 numeric
@attribute 6347 numeric
@attribute 5020 numeric
@attribute 6348 numeric
@attribute 6870 numeric
@attribute 51083 numeric
@attribute 6352 numeric
@attribute 6869 numeric
@attribute 5368 numeric
@attribute 5540 numeric
@attribute 1524 numeric
@attribute 6866 numeric
@attribute 6356 numeric
@attribute 6865 numeric
@attribute 6354 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 887 numeric
@attribute 4923 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 5443 numeric
@attribute 2852 numeric
@attribute 4922 numeric
@attribute 5179 numeric
@attribute 5173 numeric
@attribute 4889 numeric
@attribute 4295 numeric
@attribute 122042 numeric
@attribute 4886 numeric
@attribute 1906 numeric
@attribute 4887 numeric
@attribute 339403 numeric
@attribute 1907 numeric
@attribute 1909 numeric
@attribute 1908 numeric
@attribute 6361 numeric
@attribute 6364 numeric
@attribute 59350 numeric
@attribute 6363 numeric
@attribute 6366 numeric
@attribute 10911 numeric
@attribute 6368 numeric
@attribute 6367 numeric
@attribute 7200 numeric
@attribute 283869 numeric
@attribute 7201 numeric
@attribute 6360 numeric
@attribute 8862 numeric
@attribute 6752 numeric
@attribute 6753 numeric
@attribute 1910 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 728 numeric
@attribute 727 numeric
@attribute 6376 numeric
@attribute 2837 numeric
@attribute 6375 numeric
@attribute 623 numeric
@attribute 6374 numeric
@attribute 6373 numeric
@attribute 6372 numeric
@attribute 10803 numeric
@attribute 729230 numeric
@attribute 6370 numeric
@attribute 624 numeric
@attribute 2832 numeric
@attribute 2834 numeric
@attribute 2833 numeric
@attribute 10886 numeric
@attribute 23620 numeric
@attribute 187 numeric
@attribute 10887 numeric
@attribute 128674 numeric
@attribute 6387 numeric
@attribute 2826 numeric
@attribute 719 numeric
@attribute 718 numeric
@attribute 183 numeric
@attribute 2829 numeric
@attribute 185 numeric
@attribute 2587 numeric
@attribute 10022 numeric
@attribute 186 numeric
@attribute 6755 numeric
@attribute 6754 numeric
@attribute 51289 numeric
@attribute 3627 numeric
@attribute 84109 numeric
@attribute 84634 numeric
@attribute 3640 numeric
@attribute 84432 numeric
@attribute 2919 numeric
@attribute 4852 numeric
@attribute 60675 numeric
@attribute 3827 numeric
@attribute 10850 numeric
@attribute 643 numeric
@attribute 9002 numeric
@attribute 7852 numeric
@attribute 3579 numeric
@attribute 3577 numeric
@attribute 4157 numeric
@attribute 56477 numeric
@attribute 3576 numeric
@attribute 4159 numeric
@attribute 50865 numeric
@attribute 4158 numeric
@attribute 301 numeric
@attribute 51052 numeric
@attribute 3814 numeric
@attribute 117579 numeric
@attribute 5697 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 10663 numeric
@attribute 1235 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 58191 numeric
@attribute 594857 numeric
@attribute 256933 numeric
@attribute 51554 numeric
@attribute 2359 numeric
@attribute 2358 numeric
@attribute 2357 numeric
@attribute 1230 numeric
@attribute 8620 numeric
@attribute 10563 numeric
@attribute 8484 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 4985 numeric
@attribute 8811 numeric
@attribute 4986 numeric
@attribute 387129 numeric
@attribute 554 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 551 numeric
@attribute 2925 numeric
@attribute 64106 numeric
@attribute 5196 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 2922 numeric
@attribute 257313 numeric
@attribute 2862 numeric
@attribute 4283 numeric
@attribute 3060 numeric
@attribute 6863 numeric
@attribute 5473 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 57007 numeric
@attribute 2532 numeric
@attribute Class {Control,BRCACancer}

@data
K03,-0.0947,1.0172,-0.003,0.0539,0.0614,0.011,-0.2364,0.7212,-0.2376,-0.1586,2.3068,-0.0361,0.1333,-0.0351,1.6225,0.1012,-0.0487,-0.0116,0.0631,-0.0917,0.067,0.1538,-0.0286,-0.1112,-0.1613,-0.2521,-0.1455,0.2067,0.0339,-0.2784,-0.5825,-0.1094,-0.0359,0.0582,-0.1564,-0.0266,-0.0974,0.0877,0.2377,-0.2325,-0.0723,0.0613,-0.0231,-0.0634,-0.0884,0.1455,0.0542,0.1094,-0.1815,0.247,0.0727,-0.2783,-0.1371,-0.1009,-0.0437,-0.0558,0.1813,-0.097,-0.2978,0.2208,0.7045,0.2359,0.069,-0.2253,-0.017,0.0265,0.9371,-0.0703,-0.3094,-0.0738,2.0363,-0.0945,-0.0297,-0.1769,-0.1231,0.6332,-0.1181,-0.1015,0.0072,0.1174,-0.1473,-0.0747,0.0792,1.785,-0.0076,0.2329,0.4047,0.0651,-0.2075,-0.1711,-0.3697,-0.0229,-0.2951,-0.1176,0.1695,-0.1099,0.0849,0.4142,0.2688,0.3203,0.0055,0.5947,-0.1074,0.1346,0.4865,-0.0714,1.8456,0.238,0.7633,0.184,0.1758,0.5115,-0.0373,0.3801,-0.1714,1.9975,0.2296,-0.1008,0.3391,0.1904,0.1339,1.5004,1.3502,0.4511,0.3031,1.0546,0.4729,0.0474,-0.0264,-0.1647,0.5533,-0.0012,-0.161,-0.0873,0.0881,0.97,1.4248,0.6789,0.6909,-0.0568,-0.4028,0.2221,-0.1039,-0.1376,-0.1492,-0.133,-0.054,0.0625,0.2175,0.2639,-0.6925,-0.1389,-0.192,0.9097,0.3798,-0.2149,-0.2278,-0.0057,-0.1684,-0.024,-0.1625,-0.1041,3.3767,0.1033,-0.0915,-0.031,0.0458,BRCACancer
K04,-0.075,1.5735,0.0193,0.0724,-0.1336,0.0023,0.2133,0.6588,-0.0941,0.0666,3.1102,-0.0685,0.2695,-0.2264,2.2039,0.0041,-0.1629,0.1016,-0.0966,0.0041,-0.0252,0.4526,0.0385,-0.1051,0.0216,-0.1034,-0.1489,0.2506,0.1561,-0.2068,-0.2996,-0.2137,0.0261,-0.0284,-0.1178,-0.0423,0.046,0.0425,0.1538,-0.1255,-0.0668,0.1422,-0.002,-0.0438,-0.0466,-0.0589,0.0548,0.1575,-0.0908,0.1189,0.1266,0.0385,0.1409,0.0134,-0.0453,-0.1165,0.0866,-0.1045,-0.2946,0.1949,1.3026,0.3001,-0.0372,0.041,-0.2962,-0.1234,1.7217,-0.1132,-0.1026,0.0406,1.9208,0.0284,-0.1046,0.1181,0.0243,0.9433,-0.0681,0.0266,0.0892,0.0323,-0.1146,0.0067,0.216,2.4238,0.1297,0.1596,0.2122,-0.0402,-0.05,-0.1052,-0.1831,0.1828,-0.3691,0.103,0.238,-0.0531,0.3523,0.3577,0.046,0.3707,0.0307,0.8022,-0.1775,0.0539,0.6729,0.3873,2.1921,0.4878,1.0613,0.1805,0.3115,0.5695,-0.2076,0.4707,-0.1415,2.5069,0.2548,0.0432,0.4692,-0.0104,0.4651,1.8826,1.4289,0.5571,0.3842,1.1814,0.6274,-0.0997,-0.1157,-0.1796,1.0794,-0.1885,0.2406,-0.0695,0.1298,1.1592,1.9971,0.8009,0.8454,-0.1137,-0.0483,0.2825,-0.1015,-0.0832,0.0353,-0.0604,-0.1124,0.0052,0.7135,0.2501,-0.1616,0.0061,-0.1351,2.1908,0.2787,-0.1725,-0.0885,0.0055,-0.0967,0.065,0.121,-0.1901,4.391,-0.0174,-0.0492,0.1192,0.0311,BRCACancer
K05,0.0115,1.0944,0.0879,0.2397,-0.121,-0.0515,0.1774,0.5553,-0.1835,0.0375,2.8967,-0.0584,0.4288,-0.1907,1.4049,0.0145,-0.3505,0.0392,-0.0832,-0.1112,-0.0335,0.4275,0.0013,-0.0392,-0.0024,-0.0629,-0.0697,0.3422,0.1377,-0.1587,-0.1674,-0.1512,4e-04,-0.1173,0.0031,-0.0622,0.0147,0.0323,0.132,-0.1311,-0.0569,0.0982,0.0543,0.1114,-0.0784,-0.0028,0.056,0.1643,-0.1548,0.1003,0.0538,-0.0211,-0.132,-0.1228,-0.0173,-0.1536,0.1241,-0.0776,-0.1712,0.1105,1.2358,0.1906,-0.0118,0.086,0.0141,-0.1812,1.2382,-0.2364,-0.015,-0.0316,1.4947,0.0872,-0.1291,0.1701,0.0084,0.6298,-0.0489,0.0588,0.0323,0.1054,-0.0903,-0.0929,0.1878,2.0456,0.0491,0.1833,0.319,0.0786,-0.0275,-0.2371,-0.29,0.3573,-0.3615,0.1049,0.3009,-0.0428,0.2786,0.4042,0.1092,0.316,0.0343,0.5898,-0.1286,-0.0585,0.6931,0.5233,2.3885,0.1798,0.2523,0.0272,0.3733,0.6898,-0.2011,0.573,-0.0298,2.3709,0.3281,-0.0019,0.5258,0.0292,0.1095,1.5574,0.9687,0.3181,0.4096,1.3136,0.5472,-0.0305,-0.1329,-0.2291,1.2747,-0.1742,0.3298,0.0667,0.0472,0.8512,2.1378,0.495,1.115,-0.0447,0.0853,0.2967,-0.0762,0.0334,-0.0455,-0.1114,-0.0482,0.0347,0.6205,0.2802,-0.0397,-0.0946,-0.1718,2.2212,0.2985,-0.0172,-0.0946,0.0163,-0.0916,-0.082,0.2346,-0.0795,5.0441,0.1043,-0.0466,0.0945,-0.0275,Control
AA_RR-849,-0.0529,1.0584,-0.0401,0.0117,-0.0194,0.066,0.0637,0.2835,-0.1641,-0.009,2.448,-0.043,0.1514,-0.0795,1.509,0.0122,-0.1592,-0.0577,-0.11,-0.0527,0.0533,0.284,-0.0121,-0.0767,0.0062,-0.1365,-0.068,0.3159,0.1864,-0.0658,-0.2995,-0.2296,0.0146,0.0032,-0.0998,0.0891,-0.095,0.0726,0.1143,-0.1326,-0.0417,0.0783,0.0795,-0.0237,-0.0495,0.0594,0.028,0.0972,-0.1389,-0.007,0.1969,-0.0513,0.0149,-0.0072,-0.0464,-0.0366,0.0238,-0.0302,-0.0833,0.1123,1.8032,0.1649,-0.0749,0.0072,-0.1176,-0.0227,1.2291,-0.0848,0.0209,0.262,2.0375,0.0515,-0.0341,-0.1369,-0.0347,0.7048,-0.0064,-8e-04,0.1465,0.0261,-0.0652,-0.0658,-0.047,2.3882,0.1012,0.0891,0.3731,0.0538,-0.1721,0.0442,-0.2511,-0.0716,-0.2431,0.1114,0.1293,0.0044,0.3132,0.2052,0.2681,0.4279,0.1373,0.6875,-0.0643,0.1205,0.3751,0.4707,2.8406,0.818,1.3762,0.0398,0.2431,1.347,-0.1235,0.4568,-0.0814,2.2599,0.3676,0.0781,0.4555,0.172,0.2102,1.9949,0.9389,0.3888,0.3155,1.2269,0.7698,-0.0426,-0.2049,-0.2567,1.3218,-0.0106,0.2341,-0.1798,0.1191,1.8376,2.459,1.2217,0.7484,-0.0558,0.0746,0.2296,-0.1234,-0.0417,-0.1032,-0.0537,-0.0646,-0.023,0.2802,0.264,-0.1783,-0.1161,-0.0604,1.4383,0.2376,-0.0367,-0.1988,0.0365,-0.1337,0.1439,0.0127,-0.1107,4.671,0.1321,0.0645,0.0278,0.1822,BRCACancer
AE_RR-3300,-0.0864,1.1493,0.0074,-0.0085,-0.0594,0.0423,-0.2747,0.5007,-0.1726,-0.1301,2.4732,-0.0281,0.2537,-0.1825,1.4124,-0.0086,-0.2774,-0.1286,-0.048,0.1061,0.047,0.2277,0.0419,-0.1893,-0.2448,-0.2662,-0.1103,0.1977,0.0993,-0.1707,-0.4954,-0.1742,0.0473,-0.001,-0.1293,-0.0191,-0.0305,0.1418,0.0806,-0.2319,-0.0447,-0.0471,0.0147,0.1967,-0.0481,0.029,0.1299,-0.0138,-0.141,-0.0771,0.187,-0.0954,-0.0419,-0.0662,-0.1199,-0.1317,0.0641,-0.1199,-0.2415,0.0924,0.9061,0.2584,-0.058,-0.1513,-0.0819,-0.134,1.04,-0.2294,-0.113,0.0272,1.7517,-0.0684,-0.1309,0.1015,-0.0802,0.6766,-0.0081,-0.0046,-0.1299,-0.0904,-0.2047,-0.007,0.0983,1.2279,-0.0997,0.2504,0.3381,0.029,-0.2015,-0.0329,-0.2934,-0.11,-0.4466,0.0545,0.0929,-0.0525,0.0568,0.4782,0.3214,0.2385,0.0645,0.1135,-0.1614,-0.1095,0.7317,0.0289,2.5718,0.2548,0.5395,0.0399,0.2633,0.8065,-0.1628,0.3964,-0.1401,2.6082,0.31,0.0022,0.374,0.1694,0.1468,1.7761,0.8932,0.5376,0.5848,1.5927,0.8102,0.0578,-0.1019,-0.2824,0.7821,0.0764,-0.0816,-0.062,0.0475,0.3536,1.04,0.3363,0.5436,-0.0629,-0.3811,0.146,-0.015,-0.1174,-0.1988,-0.1811,-0.06,0.0323,0.2865,0.2897,-0.6175,-0.1293,-0.1655,1.7236,0.027,-0.218,-0.2022,0.072,-0.1141,0.0054,-0.0446,-0.1529,4.3501,0.1314,0.0277,-0.0102,0.0158,Control
AF_RR-3276,-0.1573,0.953,0.2329,0.3612,-0.0173,0.0748,-0.0581,1.0875,-0.1506,-0.033,2.1285,-0.0024,0.365,-0.1375,1.2785,-0.0698,-0.0721,-0.0917,-0.0682,-0.0304,-0.0411,0.2253,0.0482,-0.2029,-0.0555,-0.2641,-0.1443,0.2051,0.1771,-0.1018,-0.3892,-0.1835,-0.0127,-0.0054,-0.1774,-0.0294,0.1479,0.0802,0.1651,-0.1378,-0.0682,0.0529,-0.0539,0.0227,-0.1028,-0.0924,0.0667,0.0717,-0.1404,1.1824,0.1466,-0.2971,-0.1411,-0.0898,-0.0444,0.073,0.2778,-0.0212,-0.3084,0.1058,1.1238,0.1065,0.0408,-0.1717,-0.0734,-0.1387,1,-0.1058,0.045,-0.0489,1.275,0.0316,-0.148,0.0487,-0.0771,0.6179,-0.0361,-0.0832,-0.1133,0.0696,-0.12,-0.0207,0.1567,1.9885,0.1882,0.1106,0.4431,0.0688,-0.0717,0.1058,-0.2892,0.0629,-0.1952,-0.0536,0.3308,-0.0523,0.0026,0.3077,0.1704,0.3748,0.0292,0.1338,-0.1325,-0.089,0.1347,0.1612,2.0808,0.2735,0.7044,0.1383,0.3798,1.0803,-0.1084,0.1421,-0.0402,1.3992,0.3565,-0.1148,0.4349,0.0673,-0.0743,1.1729,0.4954,0.305,0.2975,1.1816,0.7229,0.0258,0.0827,-0.1265,1.2865,0.0851,-0.0569,-0.0599,-0.0871,0.8135,1.1523,0.6617,0.6243,-0.1246,-0.216,0.2775,-0.1381,-0.1447,-0.3018,-0.1281,-0.0634,-0.0703,0.304,0.2225,-0.4569,0.0304,-0.1813,1.204,0.5238,-0.1075,-0.2747,-0.1328,-0.2306,0.0903,0.0171,-0.1878,4.2151,0.0778,-0.0319,0.194,-0.0301,Control
AG_RR-3298,0.0027,1.5423,-0.0031,0.0696,0.0342,-0.07,0.1302,0.3968,-0.1442,0.1634,2.9634,-0.0878,0.1809,-0.0164,1.3895,0.0247,-0.081,-0.0425,-0.0607,-0.0279,-0.0306,0.2731,-0.0678,-0.1862,-0.0365,-0.1417,-0.1314,0.3036,0.09,-0.0999,-0.0651,-0.0536,0.122,0.0504,-0.0715,0.0577,-0.0719,0.0661,0.0698,-0.1334,-0.0249,0.0606,0.1715,0.0055,-0.0483,0.076,0.0431,0.0921,-0.0112,-0.1166,0.1185,0.0935,-0.0573,-0.0582,-0.0678,-0.0869,0.1614,-0.0851,-0.1696,0.1025,1.4173,0.2207,0.0202,0.0954,-0.2896,-0.2912,1.7833,-0.116,0.1951,-0.0526,1.7631,-0.0306,-0.0317,-0.0376,-0.0888,0.4042,0.0198,0.1083,0.1201,0.0319,-0.0591,-0.052,-0.0116,1.383,-0.0181,0.0445,0.2558,0.0796,-0.1182,-0.1261,-0.154,0.3022,-0.4044,0.126,0.0658,-0.0088,0.2953,0.0266,0.1762,0.3872,0.0478,0.8862,-0.0764,0.0865,0.4569,0.5034,2.5825,0.6533,0.9845,0.0185,0.1783,1.7325,-0.0467,0.8551,-0.0694,1.9723,0.521,0.0934,0.425,-0.0224,0.295,1.3578,0.7476,0.1697,0.1851,1.2866,0.2616,-0.0401,-0.0778,-0.3119,0.8139,-0.2567,0.3032,-0.0666,0.0117,1.0476,1.8989,0.5857,0.622,0.0014,-0.0708,0.1701,-0.0851,-0.0121,-0.0381,-0.1078,-0.082,-0.0072,0.4978,0.307,0.1097,-0.1113,-0.1285,2.6397,0.2366,-0.1631,-0.0769,0.0171,-0.0165,0.0261,0.0511,-0.0128,5.1952,0.0645,0.0377,0.0569,0.1091,Control
AH_RR-3295,-0.0192,1.2928,-0.0937,-0.0297,-0.0672,-0.0301,-0.2505,0.2842,-0.2161,-0.0563,2.5517,-0.1078,0.2715,-0.1537,1.5236,0.0561,-0.2886,-0.0212,-0.0875,0.0157,-0.019,0.391,-0.0114,-0.0761,-0.1446,-0.0889,-0.0591,0.273,0.0631,-0.1345,-0.4398,-0.196,0.0744,-0.0242,-0.1187,-0.0706,-0.0855,-0.0058,0.0657,-0.065,-0.0497,0.0808,0.0254,-0.0477,-0.0779,-0.0154,0.1133,-0.1092,0.0467,-0.092,0.0489,-0.0755,-0.0817,0.0124,-0.026,-0.1034,0.1114,-0.0523,-0.1867,0.1627,1.0935,0.2761,-0.0604,-0.1904,0.3845,0.0365,1.2745,-0.1087,-0.0872,-0.1537,2.4685,-0.1046,-0.1017,-0.6816,-0.1258,0.2511,-0.087,-0.0731,0.0119,0.1125,0.0128,-0.0993,-0.0705,2.0853,-0.0147,0.1417,0.2393,-0.0335,-0.1618,-0.1027,-0.2001,0.0539,-0.2253,0.037,0.0221,-0.0134,0.1667,0.02,0.2196,0.1371,-0.0551,0.7201,-0.1172,0.0119,0.5328,0.0926,2.4567,0.3734,0.8653,0.1629,0.1432,0.6479,-0.244,0.5031,-0.1755,2.0647,-0.022,-0.1725,0.373,0.0894,0.1706,1.7605,0.9709,0.5226,0.3527,1.3889,0.523,-0.0542,0.0282,-0.0996,0.7577,0.0282,-0.0096,-0.1537,0.1285,1.372,1.8664,0.9416,0.6673,-0.088,-0.3829,0.2219,-0.095,-0.2277,-0.0945,-0.0471,-0.1235,-0.0053,0.4118,0.2089,-0.6029,-0.0845,-0.1174,2.0354,-0.1024,-0.2251,-0.0801,-0.056,0.0092,0.047,0.0398,-0.1298,4.4359,-0.0109,-0.0645,-0.0721,-0.0402,Control
AI_RR-3291,-0.0989,1.2377,-0.062,0.0376,0.0224,0.0185,0.0046,0.5088,-0.1734,-0.0249,2.4593,-0.0893,0.4062,-0.1706,1.9592,0.0632,-0.0758,-0.0211,-0.0206,-0.0632,0.0617,0.4381,0.0239,-0.1577,-0.1048,-0.2035,-0.1077,0.4921,0.1071,-0.1159,-0.4149,-0.1991,-0.02,0.0185,-0.1186,-0.0633,-0.0148,0.1876,0.205,-0.1684,-0.1063,0.0553,0.0148,0.0236,-0.0628,0.0846,0.0372,0.1419,-0.0364,-0.0933,0.2391,-0.0279,-0.0551,-0.0798,-0.0642,-0.0401,0.2075,-0.0814,-0.2547,0.1902,1.4925,0.3841,-0.0384,-0.1061,0.1326,-0.0824,1.3967,-0.2143,-0.0417,0.1342,2.6226,0.0289,-0.0668,-0.299,-0.1146,0.5647,-0.0648,-0.0623,0.039,0.1092,0.0346,-0.0671,-0.0423,1.9188,-0.0487,0.2507,0.3577,0.0442,-0.0946,-0.0588,-0.2043,-0.0445,-0.3211,0.1494,0.1454,-2e-04,0.1096,0.2693,0.1199,0.3442,0.0143,0.3863,-0.0452,0.0829,0.583,0.3317,2.6974,0.6251,0.7139,-0.0448,0.3073,1.1309,-0.2211,0.62,-0.0993,2.9415,0.4111,0.0427,0.2921,0.0594,0.1833,1.7582,1.0072,0.3608,0.4842,1.3985,0.6369,0.0435,-0.0543,-0.2133,1.1596,-0.0344,-0.0307,-0.0963,0.3497,1.2215,2.2443,1.3854,0.7225,-0.1008,-0.1506,0.2984,-0.0838,-0.0683,-0.134,-0.183,-0.0406,-0.0091,0.7943,0.2753,-0.4254,-0.105,-0.113,2.5534,0.4073,-0.1642,-0.1326,0.0363,-0.1534,0.0106,-0.0684,-0.0808,4.644,0.037,-0.0292,0.0227,-0.0957,Control
AJ_RR-3296,-0.1259,1.3842,-0.0205,-0.0204,0.2578,0.149,0.1669,0.8178,-0.042,-8e-04,2.3634,-0.1009,0.1858,-0.0622,1.379,0.0183,-0.2084,0.0069,0.0143,0.016,-0.0781,0.1468,-0.0824,0.0043,0.0053,-0.2237,-0.1589,0.2469,0.0519,-0.0348,-0.3023,-0.0464,-0.0101,-0.1921,-0.1133,-0.0711,-0.0725,0.06,0.0211,-0.1401,-0.1156,0.0765,0.1113,0.0927,-0.094,0.0886,0.0398,-0.0692,-0.0638,-0.0961,0.1308,-0.0757,-0.1467,-0.0051,-0.0818,-0.0533,0.1389,-0.0553,-0.2261,0.1403,1.1244,0.1288,0.0841,-0.0031,0.0924,0.0196,1.3758,-0.1762,-0.1974,0.1747,1.6647,0.0507,-0.0792,-0.0265,-0.1405,0.5314,-0.0601,0.0037,0.1152,0.1329,-0.0067,-0.0051,-0.0595,1.7369,-0.0069,0.16,0.1886,0.0383,-0.0826,0.079,-0.1842,-0.0712,-0.3742,0.0946,0.1885,-0.0842,0.2661,0.3023,0.143,0.341,0.0261,0.1351,-0.1037,0.1575,0.6861,0.2887,2.9556,0.248,0.4679,0.231,0.3382,1.0076,0.0299,0.4278,-0.0614,2.3035,0.3113,-0.0621,0.4486,0.1469,0.0945,1.4346,0.8613,0.3773,0.293,1.6971,0.2046,0.0373,-0.0609,-0.1431,1.4256,0.0649,0.1403,-0.0043,0.1172,0.7763,1.4566,0.9085,0.7194,-0.0748,-0.0092,0.3023,-0.0851,0.025,-0.0031,0.016,-0.0798,0.0214,0.4344,0.2478,-0.2072,-0.097,-0.2195,1.472,0.5503,0.0762,-0.1388,0.0214,-0.0845,-0.1125,-0.0342,-0.0964,4.2818,0.0673,-0.0011,0.0421,-0.0802,Control
AM_RR-1949,0.018,1.2344,0.0568,-0.0198,0.1297,-0.0988,0.2063,0.2607,-0.0804,0.066,2.4743,-0.0468,0.0765,-0.1237,1.4342,0.0462,-0.155,0.0016,0.0846,0.0111,0.0134,0.2232,-0.073,0.0237,0.0534,-0.0671,-0.0811,0.4101,0.1086,-0.0151,-0.1569,-0.1354,0.0094,-0.1565,-0.0353,-0.0041,-0.0996,0.056,0.0273,-0.0023,-0.056,0.0795,-0.0284,-0.0101,-0.0702,-0.0223,0.1624,-0.0624,-0.0938,-0.1039,0.1516,-0.1155,-0.157,-0.0746,-0.0165,-0.0143,0.1284,-0.046,-0.115,0.1368,1.5033,0.0643,-0.0872,0.0784,-0.0857,-0.118,1.0577,0.003,-0.1579,0.0881,1.8687,-0.0135,-0.1057,0.0851,-0.0601,0.6488,-0.0189,0.0565,0.0658,0.0163,-0.0867,-0.0121,0.1897,1.7816,-0.0153,0.0949,0.3839,0.0715,-0.1085,0.0305,-0.101,0.0579,-0.1675,0.1636,0.0414,-0.0324,0.2235,0.4616,0.0595,0.2862,0.0314,0.2644,-0.1816,0.0079,0.6745,0.5177,2.9652,0.4763,0.7664,0.1452,0.2421,1.0987,-0.0414,0.4136,-0.0965,2.2492,0.3022,0.0385,0.4468,-0.0664,0.2148,2.1227,0.7724,0.4869,0.4532,1.6162,0.4069,-0.0379,-0.0894,-0.2617,1.5432,0.0948,0.244,-0.0833,-0.0416,0.9445,1.7672,0.5678,0.7889,-0.1288,-0.0431,0.2895,-0.0997,0.0406,-0.0311,0.0843,-0.0979,0.0072,0.2921,0.2432,-0.1666,-0.1002,-0.1598,1.6621,0.0219,-0.1863,-0.0981,-0.0526,-0.0704,-0.0881,0.0541,0.0044,4.8682,0.0564,-0.0114,-3e-04,-0.1462,Control
AN_RR-3297,-0.0887,1.1748,-0.0372,-0.0272,0.004,-0.0553,0.0355,1.0731,-0.0851,-0.01,2.5657,-0.0638,0.1211,-0.1093,1.3877,0.0356,-0.0594,-0.0038,-0.0051,-0.0513,0.0105,0.4907,0.0062,-0.1661,-0.0182,-0.0479,-0.0955,0.297,0.0292,-0.1685,-0.34,-0.0982,0.0174,-0.0278,-0.0648,-0.1512,-0.0569,-0.0829,0.0651,-0.1446,-0.0546,0.1199,0.024,-0.0235,-0.1115,0.1026,0.0859,-0.0667,-0.0716,-0.0735,0.0063,-0.0175,-0.0229,-0.1454,-0.0402,-0.1292,0.1288,-0.1089,-0.1837,-0.0096,1.2012,0.1502,0.0255,0.0522,-0.0986,-0.1595,1.3415,-0.2503,-0.0102,0.1516,2.022,0.0718,-0.0835,-0.0205,-0.1691,0.6234,-0.0875,0.0059,0.0886,0.0273,-0.182,-0.004,0.1128,1.1713,0.0412,0.0572,0.317,-0.0213,-0.137,-0.1156,-0.1971,-0.0043,-0.1284,-0.0145,0.3597,-0.0171,0.3101,0.3969,0.162,0.2969,5e-04,0.3078,-0.0647,0.1578,0.5752,0.2879,2.6486,0.239,0.5299,0.0547,0.2738,1.1197,-0.0546,0.505,-0.0789,1.939,0.381,0.0287,0.5145,0.0755,-0.0817,1.7813,1.1067,0.7086,0.257,1.7368,0.3549,-0.0432,0.0659,-0.2257,1.0485,-0.0897,0.2392,-0.0239,0.0372,1.1254,1.6433,0.9243,0.5251,-0.1147,-0.1285,0.2504,-0.0786,-0.103,-0.0846,0.0299,-0.0853,0.0283,0.4709,0.2211,-0.3019,-0.0635,-0.1016,1.9322,0.1897,-0.1946,-0.0942,-0.1299,-0.0149,0.0955,0.1048,-0.0887,4.712,-0.0135,-0.0077,-0.0222,-0.0298,Control
AO_RR-3288,-0.0723,1.1908,0.0466,0.0392,-0.0146,-0.0182,-0.1103,0.5164,-0.153,-0.0758,2.4209,-0.0636,0.1596,-0.1208,1.8205,-0.0039,-0.1243,0.0691,-0.007,-0.0406,0.0719,0.2289,-0.0189,-0.0817,-0.0867,-0.2277,-0.1695,0.272,0.079,-0.1079,-0.2804,-0.2254,-0.0447,-0.0395,-0.1021,-0.1654,-0.0856,0.0346,0.0261,-0.2259,-0.0921,0.0292,2e-04,-0.1062,-0.0601,-0.0156,0.1445,0.1532,-0.0892,-0.0407,0.1748,0.0608,0.0175,-0.0372,-0.061,-0.0786,0.0957,-0.0982,-0.2687,0.0996,1.1744,0.322,0.0675,-0.0259,0.1639,-0.092,0.993,-0.1592,-0.058,-0.0737,2.3605,0.0061,-0.0575,-0.0603,0.0756,0.2588,-0.0244,-0.0332,-0.0582,0.0758,0.0398,-0.051,0.0154,1.4095,0.0881,0.0128,0.2624,0.0163,-0.127,-0.1615,-0.2537,-0.1219,-0.2014,-0.0313,0.0895,-0.0537,0.1071,0.4065,0.1023,0.3299,-0.0166,0.6902,-0.1874,0.1278,0.1675,0.1767,2.1458,0.5321,0.7757,-0.0135,0.2953,0.9614,-0.377,0.5575,-0.0461,2.1385,0.3346,0.0802,0.374,0.2335,0.1508,1.3966,1.0025,0.3192,0.2139,0.945,0.5826,0.0473,0.0335,-0.0865,0.8484,-0.1086,-0.0416,0.0485,0.1606,0.7916,1.4615,0.7374,0.858,-0.0747,-0.2876,0.2877,-0.1226,-0.0672,-0.1264,-0.0213,-0.0729,0.1241,0.8181,0.2624,-0.1689,-0.076,-0.1327,2.0409,0.348,-0.1667,-0.1114,0.0031,-0.1517,-0.0618,-0.0139,-0.2027,4.5561,0.147,-0.0266,-0.0449,0.0154,Control
