@relation data

@attribute id string
@attribute 10161 numeric
@attribute 10681 numeric
@attribute 10800 numeric
@attribute 1081 numeric
@attribute 10886 numeric
@attribute 10887 numeric
@attribute 10911 numeric
@attribute 1128 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 11343 numeric
@attribute 114814 numeric
@attribute 115557 numeric
@attribute 1241 numeric
@attribute 128674 numeric
@attribute 139189 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 156 numeric
@attribute 1606 numeric
@attribute 1607 numeric
@attribute 1608 numeric
@attribute 160851 numeric
@attribute 1609 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 1902 numeric
@attribute 1906 numeric
@attribute 1907 numeric
@attribute 1908 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 221955 numeric
@attribute 222545 numeric
@attribute 23236 numeric
@attribute 23566 numeric
@attribute 2358 numeric
@attribute 23620 numeric
@attribute 257313 numeric
@attribute 2641 numeric
@attribute 27334 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2798 numeric
@attribute 2828 numeric
@attribute 2829 numeric
@attribute 2837 numeric
@attribute 2840 numeric
@attribute 2846 numeric
@attribute 2862 numeric
@attribute 2864 numeric
@attribute 2867 numeric
@attribute 2869 numeric
@attribute 2922 numeric
@attribute 2925 numeric
@attribute 29933 numeric
@attribute 301 numeric
@attribute 3060 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 3269 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3814 numeric
@attribute 3827 numeric
@attribute 387129 numeric
@attribute 4295 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 4922 numeric
@attribute 5020 numeric
@attribute 5021 numeric
@attribute 5028 numeric
@attribute 5029 numeric
@attribute 5031 numeric
@attribute 51764 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54331 numeric
@attribute 551 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 55970 numeric
@attribute 56413 numeric
@attribute 57105 numeric
@attribute 5731 numeric
@attribute 5737 numeric
@attribute 59345 numeric
@attribute 594857 numeric
@attribute 60675 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6368 numeric
@attribute 6375 numeric
@attribute 64106 numeric
@attribute 6863 numeric
@attribute 6865 numeric
@attribute 6866 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 7200 numeric
@attribute 7201 numeric
@attribute 7204 numeric
@attribute 747 numeric
@attribute 8111 numeric
@attribute 84109 numeric
@attribute 84432 numeric
@attribute 846 numeric
@attribute 84634 numeric
@attribute 8477 numeric
@attribute 8525 numeric
@attribute 8526 numeric
@attribute 8527 numeric
@attribute 8620 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8997 numeric
@attribute 9002 numeric
@attribute 9162 numeric
@attribute 9170 numeric
@attribute 94233 numeric
@attribute 94235 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__C02,2.0518,0.3771,1.5639,0.0134,-0.0057,0.0465,0.1352,-0.0323,-0.0377,-0.0384,0.3139,0.2182,0.0058,1.3187,-0.0658,0.2257,-0.0786,-0.0278,-0.1545,1.3058,1.8556,-0.0398,0.1514,0.2416,0.567,0.1139,0.0304,0.1267,0.0216,-0.0456,0.1251,-0.0032,-0.0637,-0.0295,1.323,0.5553,0.1235,0.8552,-0.0285,0.2937,0.0169,1.6745,0.0927,0.0357,0.0457,1.4975,0.0695,1.4294,0.2526,1.4394,0.6939,0.0013,0.1717,0.0616,0.7869,1.9183,-0.1219,0.4597,-0.1407,0.1376,0.248,0.0265,-0.0051,0.1472,-0.0569,0.1229,0.3783,0.3068,-0.1381,-0.1409,1.1749,2.1762,0.0595,0.1724,0.0037,-0.0288,-0.0515,-0.007,-0.153,0.5586,0.5927,0.8984,-0.0062,-0.1125,-0.0534,-0.0508,-0.1563,-0.0973,-0.1162,0.097,0.1254,0.5526,0.4376,-0.0183,0.1475,1.3839,1.3266,1.8722,0.6713,-0.1015,1.0367,-0.2591,0.5491,0.2639,0.0321,0.3359,0.971,0.1609,-0.0248,0.9686,-0.1438,0.4824,-0.1915,0.0011,-0.1459,0.1911,-0.1519,-0.1065,0.0399,-0.001,-0.0318,-0.1287,0.2234,-0.053,0.3498,0.1528,0.1667,-0.0078,0.0807,-0.0314,0.3301,2.3596,0.4372,1.0998,1.0291,0.5854,0.0862,-2e-04,0.0073,-7e-04,0.329,-0.0263,1.039,0.0529,0.4152,-0.1229,BRCACancer
Utah__C03,1.7857,0.3922,1.3097,-0.062,-0.028,-0.0767,-0.0579,-0.1981,-0.0681,-0.0487,0.3225,0.2398,-0.0375,1.8589,-0.143,0.207,-0.0763,-0.0343,-0.1837,1.5874,1.8915,-0.043,0.2218,0.3131,0.7961,0.0762,0.0316,0.1592,0.0294,-0.0062,0.0434,-0.0144,-0.0628,-0.1033,1.4314,0.5207,-0.0134,1.0609,-0.0817,0.2952,-0.0985,1.3903,0.0441,0.0521,0.0737,1.5523,0.0898,1.4549,0.3465,1.4731,0.9692,0.0168,0.0187,0.0149,1.0023,1.3355,-0.1468,0.6008,-0.1948,0.035,0.1975,0.057,0.0569,-0.0024,-0.1152,-0.2242,0.4269,0.3552,-0.1493,-0.1151,1.4818,2.494,0.0229,0.1508,0.0137,-0.0533,-0.0487,0.0077,-0.124,0.5749,0.6796,1.0183,-0.0133,-0.1017,-0.0525,-0.0228,-0.0878,-0.0277,-0.1165,0.0237,-0.0235,0.6291,0.4049,-0.0458,0.115,1.4737,1.2561,2.244,0.8394,-0.0985,1.406,-0.267,0.4358,0.2556,-0.0017,0.6559,1.2701,0.0352,0.0284,0.9367,-0.1585,0.9151,-0.185,-0.08,-0.1706,0.152,-0.1402,-0.1017,-0.0493,-0.0683,-0.0565,-0.0681,0.152,-0.1594,0.4024,0.2374,0.2814,-0.039,0.0748,0.0098,0.2653,2.1779,0.6396,1.2982,1.1912,1.0817,0.0866,0.0841,-0.121,-0.0188,0.3255,-0.0289,1.4743,-0.0504,0.2486,-0.1083,BRCACancer
Utah__C04,1.8872,0.3019,0.8614,0.0375,0.0142,0.0918,-0.0079,-2e-04,-0.0581,0.0048,0.2679,0.0107,0.0281,0.9879,-0.1596,-0.0253,-0.1298,-0.0191,-0.0844,1.0922,1.6366,-0.024,0.0614,0.1597,0.3388,0.0712,0.1196,0.0431,-0.0414,-0.1658,0.1763,-0.0377,0.0085,0.1071,1.239,0.2616,-0.0295,0.5918,-0.0232,0.1426,-0.1015,0.6849,0.0359,-0.0601,0.0751,1.04,0.0191,1.2407,0.183,1.2114,0.5875,0.0117,0.1234,0.018,0.5648,1.8182,0.0306,0.0229,-0.2262,-0.022,0.3169,0.1254,0.0752,0.0801,-0.0525,0.0018,0.2836,0.2794,-0.2127,-0.1616,0.9362,1.5952,0.1526,0.0534,0.0507,-0.0368,0.0057,0.0438,-0.1797,0.3302,0.3773,0.4544,-0.0125,-0.1813,-0.095,-0.0529,-0.0596,-0.0975,-0.1375,0.2901,0.0515,0.4005,0.3869,-0.0131,0.3269,0.7962,0.8383,1.4118,0.5303,-0.0485,0.7408,-0.2124,0.7004,0.2045,-0.0064,0.2889,0.5884,0.1554,-0.0329,0.5025,-0.3454,0.2629,-0.2348,-0.0125,0.0321,0.0745,-0.2232,-0.0549,0.0723,-0.0577,-0.1378,-0.1354,0.1625,-0.0138,0.1765,0.2191,0.0209,-0.0561,0.292,0.0285,0.3602,1.8735,0.3838,0.8118,0.6939,0.4164,0.0967,-0.0527,0.0425,-0.044,0.4611,-0.0454,0.8017,0.1641,0.5329,-0.016,Control
Utah__C05,1.5229,0.1828,0.9291,0.0672,0.032,-0.0143,-0.0552,-0.0547,-0.0665,-0.0917,0.1699,0.062,0.0126,1.0017,-0.1567,-0.0521,-0.041,0.0277,-0.147,1.1167,1.5364,0.0074,0.0696,0.1018,0.3488,0.0916,0.1279,0.0759,0.0392,-0.0369,0.2059,0.0186,0.0392,0.0082,0.8104,0.2688,-0.0088,0.6222,-0.1116,0.1722,-0.0479,1.1886,0.0284,-0.0792,0.144,0.8676,0.0193,0.9683,0.1895,1.2582,0.6071,0.0413,0.2734,0.0271,0.4962,0.534,-0.0955,0.0242,-0.2251,-0.0447,0.2369,0.0649,-0.0423,0.1255,-0.0871,0.0404,0.1995,0.2285,-0.0873,-0.1577,0.8355,1.9427,0.1127,0.0905,0.0986,0.0191,0.0163,-0.0244,-0.1318,0.3582,0.392,0.5868,-0.016,-0.0834,-0.0777,0.0264,-0.0603,-0.0215,0.04,0.216,0.0779,0.2841,0.4229,0.067,0.2252,0.9303,0.928,1.4503,0.4762,-0.0526,0.8371,-0.175,0.1233,0.2171,9e-04,0.2056,0.4525,0.1756,-0.02,0.7797,0.0058,0.446,-0.1544,-0.0038,-0.151,0.0642,-0.1379,-0.0881,-0.0018,-0.1123,-0.0695,-0.2034,0.1936,0.095,0.245,0.126,0.0672,-0.0544,0.2029,0.0211,0.1964,1.8904,0.327,0.6672,0.7252,0.505,0.0941,0.0448,-0.0405,-0.047,0.2272,-0.018,0.6582,0.1077,0.2443,-0.0531,BRCACancer
Utah__C06,0.5089,0.0987,-0.0225,0.1005,-0.0368,0.1212,-0.3847,0.1539,-0.0206,-0.0752,0.1623,0.1273,0.1874,0.4687,-0.1684,-0.01,-0.2345,0.0522,-0.0993,0.405,0.6261,-0.1323,-0.0194,-0.0081,0.0948,-8e-04,0.1575,-0.0431,-0.1105,-0.2161,0.0814,-0.0762,-0.0813,-0.0039,0.2605,0.0461,-0.0123,0.0667,-0.1082,0.0439,0.0794,0.0346,0.0272,-0.042,0.0756,0.312,0.0517,0.4883,0.1551,0.4976,0.1186,0.1279,0.1935,0.0811,0.1911,0.3136,-0.0226,-0.3345,-0.1964,0.0684,0.3307,-0.1298,0.0653,0.2184,-0.2167,0.0768,-0.3411,0.1931,-0.0596,-0.1267,0.5661,0.6305,-0.1006,0.1809,0.0151,0.0532,0.0421,-0.1292,-0.1592,0.2114,0.0848,0.18,-0.0552,-0.1761,-0.0502,0.115,-0.161,-0.2284,-0.0119,-0.0038,0.0554,-0.0101,0.0413,0.1252,0.1598,0.2515,0.4412,0.426,0.1473,-0.0486,0.2915,-0.1861,0.2271,0.2853,0.0524,-0.025,0.0207,0.0498,-0.0127,0.0689,0.291,0.2793,-0.2532,0.1783,0.1473,-0.3678,-0.0878,-0.1685,-0.05,0.2141,-0.1026,-0.1806,0.0529,-0.0298,0.1322,0.1342,-0.0392,-0.0969,0.1261,-0.0244,0.127,0.388,0.1981,0.3194,0.349,0.9711,0.0271,0.0227,8e-04,-0.0233,0.2963,-0.0498,0.484,0.085,-0.0638,0.0086,Control
Utah__C07,1.8354,0.2127,1.0352,0.041,0.0014,0.0154,-0.0135,-0.0609,0.0154,-0.0772,0.2504,0.0799,-0.0548,1.0852,-0.0051,0.0738,-0.0874,-0.0352,-0.1368,1.03,1.3653,-0.0026,0.0776,0.1459,0.4963,0.0394,0.1168,0.0197,0.0016,-0.1556,0.1302,-0.0228,-0.0144,-0.1292,1.5685,0.3264,0.114,0.6259,0.0031,0.248,-0.0529,1.348,0.0851,0.0619,0.0752,1.2104,-0.0141,1.1293,0.1674,1.3167,0.5148,0.0118,0.1828,0.0171,0.5068,1.0556,-0.0775,0.2249,-0.1829,0.0734,0.3719,0.1031,0.0081,0.086,-0.0571,0.1014,0.0697,0.2911,-0.0924,-0.1031,1.1129,2.0969,0.0952,0.1332,0.0369,-0.0701,0.0249,0.0091,-0.1343,0.4277,0.5151,0.7194,0.0543,-0.1351,-0.0659,-0.0724,-0.1299,0.0299,-0.0864,0.0131,0.0446,0.3178,0.1349,0.0107,0.2429,1.1545,1.0885,1.4751,0.4326,-0.0813,0.9629,-0.2921,0.2303,0.2365,0.0042,0.1188,0.554,0.1376,-0.02,0.772,-0.2371,0.606,-0.1648,-0.009,-0.088,0.0639,-0.1427,-0.0553,0.0947,-0.0472,-0.0438,-0.0649,0.1828,0.2099,0.2454,0.1364,0.1494,-0.0287,0.2141,-0.0125,0.273,2.1945,0.3225,1.0243,0.8251,0.5636,0.0462,0.0588,-0.0877,-0.0199,0.2673,-0.0371,0.7198,0.0977,-0.0309,-0.0273,Control
Utah__C08,2.2923,0.2906,1.5326,-0.0787,-0.033,0.1056,-0.0316,0.0628,-0.078,-0.0643,0.2521,0.1839,0.0609,1.0855,-0.1414,0.0924,-0.1908,-0.0717,-0.1598,1.0891,1.7388,-0.0427,0.1225,0.2553,0.3801,0.1759,0.0644,0.082,-0.0718,-0.1524,0.1159,-0.0448,-0.106,-0.0382,1.3769,0.3547,-0.1745,0.74,-0.1458,0.157,-0.0215,1.2073,0.001,0.0328,0.0024,1.754,0.1114,1.3521,0.2068,1.2741,0.5537,0.0705,-0.0204,0.0157,0.6585,1.8419,-0.1783,0.3717,-0.2102,0.0517,0.3975,0.0401,0.0384,0.4941,-0.0999,0.0744,0.0698,0.2994,-0.112,-0.096,1.2298,2.1076,-0.0296,0.166,0.0179,0.0273,-0.0298,0.0209,-0.1892,0.4969,0.6277,0.7013,0.108,-0.1229,-0.0649,0.0028,-0.1685,-0.1096,-0.1722,-0.0208,0.0458,0.6226,0.2964,-0.0133,0.2372,1.2713,1.1859,1.575,0.5418,-0.047,1.1076,-0.2442,0.9653,0.2595,-0.0204,0.2776,1.2036,0.0638,-0.12,0.7972,-0.157,0.2595,-0.1729,-0.0695,-0.1073,-0.0267,-0.1573,-0.0615,0.0232,0.0156,-0.0963,-0.1237,0.1301,-0.0468,0.2826,0.1304,0.036,-0.0539,0.1038,0.0012,0.2614,2.5198,0.3425,1.1878,0.8638,0.7088,0.0485,0.035,-0.0445,-0.0324,0.4428,-0.0271,0.9452,0.1423,0.1822,-0.0802,Control
Utah__C09,1.7343,0.2496,1.0517,-1e-04,0.0018,-0.0864,-0.0471,0.0299,-0.0892,3e-04,0.2416,0.1305,0.0602,1.0551,-0.0321,0.0119,-0.0179,-0.0441,-0.1119,1.0911,1.5039,-0.0587,0.058,0.1252,0.4077,0.0656,0.07,0.0663,-0.113,-0.105,0.1544,-0.0714,0.0143,-0.0136,1.1971,0.3553,-0.0229,0.6796,-0.1042,0.1669,0.0324,1.3447,0.0401,0.0063,0.0789,1.2154,0.1056,1.0412,0.1723,1.3115,0.6094,0.0814,0.1999,-0.0145,0.4754,1.2501,-0.1576,0.1944,-0.2003,0.0811,0.2059,-1e-04,-0.0358,0.1025,-0.1214,0.1609,0.4459,0.2512,-0.0468,-0.1667,0.9936,2.0829,0.0879,0.0034,-0.0058,-0.0512,-0.0352,-0.1507,-0.1325,0.3576,0.5002,0.6932,-0.0389,-0.1595,-0.1264,-0.0916,-0.0583,-0.0514,-0.055,0.0447,-0.0503,0.3009,0.3811,0.033,0.2228,1.1501,1.1108,1.4163,0.5075,-0.0504,0.9193,-0.179,0.2396,0.234,-0.0317,0.1569,0.6607,0.2099,-0.0623,0.8284,-0.1691,0.4865,-0.0565,-0.0369,-0.089,-0.0852,-0.1388,-0.1145,0.0147,-0.0408,-0.098,-0.1844,0.1246,-0.1675,0.2178,0.1735,0.0913,-0.1182,0.0694,-0.0606,0.3021,2.0151,0.3753,0.85,0.7968,0.5205,0.0731,-0.0602,-0.1128,-0.0552,0.3852,-0.0535,0.8681,0.1524,0.2376,-0.0409,Control
Utah__C10,1.6976,0.2318,1.1342,-0.0107,0.0169,0.0492,0.0736,0.0036,-0.0282,-0.0719,0.216,0.2471,-0.0187,1.0364,-0.0053,0.0092,-0.0646,0.0546,-0.1015,1.1034,1.5896,-0.0231,0.0994,0.08,0.4039,0.0748,0.0464,0.0066,-0.0731,-0.1047,0.103,-0.0296,-0.0981,-0.0844,1.4648,0.4406,0.043,0.8077,0.0058,0.1624,-0.0856,1.3404,0.13,0.0515,-0.0573,1.0635,0.0835,1.2624,0.1454,1.4762,0.6622,0.0377,0.2012,0.0784,0.5752,1.6348,-0.0442,0.21,-0.1262,-0.0618,0.1685,0.1369,0.0064,-0.0478,0.0889,0.0495,0.0954,0.2356,-0.0714,-0.0507,0.9842,1.802,0.1391,0.0928,0.0181,8e-04,-0.0093,-0.0674,-0.1287,0.4529,0.3888,0.6303,0.0559,-0.0746,-0.0458,-0.0236,-0.0497,-0.0767,-0.1422,0.1451,0.134,0.3968,0.3227,0.0778,0.2137,1.2514,1.0914,1.4857,0.5562,-0.0655,0.849,-0.1643,0.2803,0.2398,0.0089,0.2141,0.7845,0.1157,-0.0463,0.8721,-0.1248,0.6755,-0.1207,-0.094,-0.0636,-0.3479,-0.0793,-0.0533,-0.0398,-0.0391,-0.0477,-0.0447,0.197,0.0763,0.2649,0.1053,0.0639,-0.0016,0.1523,-0.0031,0.2799,2.1167,0.2846,0.7079,0.932,0.3924,0.1105,-0.0741,-0.0209,-0.0084,0.2367,-0.0111,0.8297,0.0966,0.218,-0.0615,BRCACancer
Utah__C11,1.8882,0.5394,1.3163,0.0084,-0.0856,-0.0503,-0.0263,0.0474,-0.1083,-0.0242,0.235,0.1561,0.0813,1.3312,-0.1207,0.0748,-0.0277,-0.0546,-0.1223,1.3059,1.8882,-0.0602,0.1363,0.26,0.5879,0.0239,-0.0297,0.1753,-0.1008,-0.1001,0.1091,-0.0866,-0.0547,0.0118,1.3426,0.2928,-0.0407,0.7345,-0.1762,0.2364,0.0269,1.3057,0.0164,-0.0105,0.0236,1.581,0.13,1.505,0.277,1.2917,0.6429,0.0562,0.1051,0.0301,0.6867,1.9796,-0.1051,0.62,-0.2117,0.1499,0.3248,0.1197,-0.0583,0.1364,-0.0354,0.0096,0.3801,0.3573,-0.0571,-0.0324,1.17,2.2634,0.0276,0.0819,-0.0309,0.0013,-0.0514,-0.039,-0.2059,0.4534,0.5985,0.7742,0.0277,-0.1524,-0.1077,-0.1048,-0.1353,-0.0936,-0.1728,0.1305,0.0358,0.575,0.2952,0.0525,0.223,1.1799,1.1242,1.7611,0.6723,-0.0317,1.1483,-0.1555,0.735,0.231,-0.0326,0.3831,1.0387,0.2136,-0.0428,0.7421,0.1055,0.3209,-0.0481,-0.0615,-0.0839,-0.0913,-0.0933,-0.1316,0.1044,0.0294,-0.1031,-0.1239,0.1464,-0.0359,0.2644,0.1412,0.2038,-0.0384,0.0813,-0.0424,0.3544,2.393,0.5215,1.1785,0.9204,0.8709,0.1002,0.02,-0.005,-0.0279,0.4704,-0.0635,1.0201,0.0756,0.4124,-0.0405,Control
Utah__C12,1.4302,0.2736,0.9194,0.0831,-0.1139,0.0047,-0.0878,0.0293,-0.0326,-0.0271,0.2248,0.055,0.0675,1.0559,-0.1803,-0.0743,0.0358,0.0225,-0.1108,0.9136,1.4952,-0.0344,0.0568,0.1074,0.3414,0.151,0.0031,0.0549,-0.082,-0.0686,0.1111,-0.0446,-0.1846,-0.0812,1.0554,0.1975,0.0724,0.4143,-0.0682,0.1214,-0.0073,0.7055,0.0474,0.0759,0.0855,1.1312,-0.0027,0.8787,0.1644,1.1446,0.4351,0.0124,0.0936,0.0016,0.2984,1.755,0.0953,-0.1977,-0.2699,0.0553,0.188,0.0466,-0.121,-0.0248,0.0375,0.0791,0.0961,0.2459,-0.1412,-0.1314,0.7089,1.5773,-0.0871,0.0791,-0.0367,0.0343,-0.0744,0.0971,-0.1329,0.3489,0.3775,0.4503,0.0113,-0.1202,-0.0691,-0.0661,-0.1373,-0.0713,-0.0448,0.1988,0.021,0.4015,0.0736,-0.0596,0.0973,0.7623,0.6991,1.1532,0.3528,-0.0535,0.7556,-0.2739,0.4179,0.2032,0.0199,0.1191,0.3868,0.1327,-0.0236,0.4649,-0.0766,0.1747,-0.1708,-0.0555,-0.0039,-0.2225,-0.1604,-0.1035,0.0824,-0.0424,-0.0629,-0.1754,0.2376,0.1733,0.2044,0.0937,0.039,-0.0366,0.254,-0.01,0.2795,1.5531,0.2692,0.6665,0.7517,0.6277,-0.0049,0.0212,-0.078,-0.0268,0.313,-0.0375,0.629,0.0744,0.2888,-0.0073,BRCACancer
Utah__D01,2.196,0.4924,1.0181,0.0285,0.0188,0.0262,0.0039,0.2014,-0.1481,-0.0567,0.1185,0.1452,0.0811,1.5561,0.1004,-0.0017,-0.1004,-0.0128,-0.1476,1.303,2.1708,-0.0749,0.2884,0.3804,0.2737,0.149,0.0367,0.3109,-0.1491,-0.1762,0.0117,-0.0848,-0.0574,-0.0803,0.5374,0.0932,-0.0226,0.7468,-0.1859,0.6124,-0.0909,0.5629,-0.0398,-0.1015,0.0166,1.2957,0.094,0.7604,1.2018,1.3783,0.4306,-0.0411,0.1872,-0.0339,0.6153,0.4084,-0.0747,-0.0046,-0.2897,0.145,0.3667,-0.1428,-0.0447,-0.0218,-0.2188,0.2633,0.0012,0.5561,-0.1213,-0.1114,0.966,2.0971,-0.0218,0.0716,-0.0058,0.1058,-0.0614,-0.0811,-0.2426,0.8991,0.9454,0.7706,0.0134,-0.1318,-0.1067,-0.0258,-0.1374,-0.1776,-0.1595,-0.122,-0.0662,-0.0166,0.5309,0.153,0.141,1.2857,1.3944,1.784,0.5171,-0.0876,1.3092,-0.5452,0.1779,0.2488,0.0017,0.3332,1.0546,-0.0134,-0.0897,0.506,-0.1547,0.5723,-0.0567,-0.0445,-0.1032,0.0333,-0.1579,-0.0318,-0.022,0.1473,-0.0542,-0.2677,0.1536,-0.171,0.6176,0.2047,-0.0312,-0.0991,0.0843,-0.0417,0.1565,1.4139,0.5558,1.2969,1.2549,1.0209,0.0685,0.0085,0.0028,-0.0184,0.1506,-0.0794,1.2395,0.1237,0.0908,-0.0611,BRCACancer
Utah__D02,1.7096,0.4595,1.2039,-0.0575,-0.0325,-0.0614,0.0169,-0.009,-0.0929,-0.0644,0.3061,0.0693,-0.0373,1.0482,-0.0339,3e-04,0.0271,-0.0403,-0.0587,1.164,1.5685,-0.0434,0.0793,0.1448,0.3952,-0.0997,-0.0119,0.1007,-0.1018,-0.0637,0.0839,-0.0856,0.0105,-0.02,1.5417,0.2023,-0.1642,0.5769,-0.0221,0.1767,-0.0154,0.7271,0.0462,-0.0286,-0.0377,1.6488,0.1315,1.2108,0.2167,1.3525,0.6273,0.0615,0.2468,0.0044,0.4793,1.9403,-0.0226,0.1348,-0.1803,0.1678,0.3141,0.0939,0.022,0.0701,-0.0437,0.1539,0.317,0.3281,-0.0838,-0.0492,0.9926,2.0284,0.2105,0.0829,0.0171,-0.0156,-0.0235,-0.0564,-0.1259,0.5229,0.5671,0.6754,0.046,-0.1293,-0.0916,-0.0263,-0.053,-0.1144,-0.0683,0.2418,0.1454,0.6454,0.2134,0.0527,0.1911,1.1494,1.0319,1.5195,0.5125,-0.0331,0.9398,-0.0609,0.9987,0.2001,-0.0066,0.2554,0.9472,0.1476,-0.0231,0.8734,-0.1252,0.265,-0.0654,-0.0823,-0.1355,-0.2219,-0.0866,-0.0742,0.0276,-0.016,-0.103,-0.1644,0.0776,-0.066,0.2956,0.1345,0.14,-0.0441,0.0798,-0.0634,0.3113,2.0261,0.3861,0.8895,0.9414,0.5959,-0.0065,-0.0182,0.0193,-0.0503,0.4026,-0.0592,0.6449,0.0759,0.2005,-0.0217,BRCACancer
Utah__D03,1.7122,0.3841,1.0335,-0.0087,0.0573,0.0457,-0.0942,0.0621,-0.1027,-0.0786,0.3304,0.129,-0.0316,1.0212,-0.1165,-0.0343,-0.0915,-0.0308,-0.0885,1.2407,1.5049,-0.0579,0.1478,0.0943,0.3851,-0.0275,0.067,0.0572,-0.0629,-0.1221,0.0078,-0.0674,-8e-04,-0.0657,1.3823,0.2915,-0.0161,0.6002,-0.1378,0.1678,-0.0103,0.8807,0.0134,-0.1216,0.0068,1.4412,0.093,1.2035,0.2558,1.3707,0.5985,-0.0283,0.1437,0.0108,0.6054,1.8808,-0.0976,0.1109,-0.171,0.0965,0.3471,0.0514,-0.0067,0.0297,-0.0269,0.0816,0.2126,0.263,-0.0971,-0.1473,0.9556,1.88,0.0289,0.0772,0.0099,-0.0154,-0.0556,-0.098,-0.1279,0.5068,0.4829,0.5825,0.0373,-0.0364,-0.0522,-0.0202,-0.0778,-0.0294,-0.1687,0.1001,0.0341,0.5477,0.3219,0.0083,0.1425,1.0202,0.8686,1.5955,0.5304,-0.0602,0.8155,-0.2971,0.458,0.2501,-0.0362,0.1309,0.6973,0.195,-0.0276,0.7377,-0.1413,0.5734,-0.1102,-0.066,-0.0611,-0.0334,-0.1429,-0.1008,0.007,-0.0045,-0.085,-0.1634,0.1692,-0.0995,0.313,0.1395,0.028,-0.0646,0.1205,0.0367,0.3652,1.878,0.337,0.6949,0.9574,0.5136,0.0449,-0.02,-0.0842,-0.0343,0.4109,-0.0276,1.0172,0.0923,0.1025,-0.0617,BRCACancer
Utah__D04,2.3806,0.3102,1.3623,-0.0996,-0.0352,0.0072,0.1374,0.0083,-0.0764,-0.0111,0.3181,-0.0038,0.0469,1.4734,-0.0498,-0.0167,-0.11,-0.0314,-0.0981,1.2438,1.7129,-0.0625,0.1374,0.1533,0.3729,0.0793,-0.0325,0.2621,-0.1556,-0.2009,0.0972,-0.1169,-0.0087,0.0056,1.1351,0.4189,-0.0331,0.7681,-0.1282,0.2943,0.0272,1.6577,0.009,0.0297,-0.0435,1.3816,0.1287,1.4694,0.3917,1.3169,0.6417,-0.0641,-0.0088,-0.0011,0.6657,1.565,-0.1203,0.1728,-0.2976,0.1219,0.2232,0.0088,-0.0523,0.0359,0.0109,-0.036,0.5047,0.3021,-0.1375,-0.0278,1.0705,2.6149,2e-04,0.1781,-0.0385,-0.0243,-0.0273,-0.0931,-0.1908,0.4918,0.6405,0.616,-0.0153,-0.1185,-0.1225,0.0029,-0.1442,-0.1541,-0.0729,0.1925,0.0041,0.2834,0.422,-0.0316,0.0929,1.2215,1.1519,1.7632,0.7293,-0.0471,0.945,-0.1759,0.4937,0.2368,-0.03,0.2837,1.1282,0.155,-0.0635,0.8357,-0.0575,0.9143,-0.1165,0.0063,-0.0953,0.1408,-0.1605,-0.1123,0.0733,0.0391,-0.0306,-0.1984,0.0496,-0.1069,0.3103,0.2155,-0.0036,-0.0544,0.2007,-0.0612,0.2184,2.2051,0.3886,0.9291,0.8474,0.7669,0.0488,0.0448,-0.1023,-0.0538,0.3128,-0.0318,0.9933,0.0192,0.1606,-0.0493,BRCACancer
