@relation data

@attribute id string
@attribute ST_INTEGRIN_SIGNALING_PATHWAY numeric
@attribute BIOCARTA_G2_PATHWAY numeric
@attribute BIOCARTA_BCR_PATHWAY numeric
@attribute KEGG_SMALL_CELL_LUNG_CANCER numeric
@attribute KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM numeric
@attribute KEGG_TGF_BETA_SIGNALING_PATHWAY numeric
@attribute BIOCARTA_IGF1R_PATHWAY numeric
@attribute BIOCARTA_EDG1_PATHWAY numeric
@attribute REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS numeric
@attribute KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY numeric
@attribute KEGG_PATHWAYS_IN_CANCER numeric
@attribute BIOCARTA_ECM_PATHWAY numeric
@attribute BIOCARTA_RACCYCD_PATHWAY numeric
@attribute REACTOME_SIGNALING_IN_IMMUNE_SYSTEM numeric
@attribute REACTOME_G2_M_TRANSITION numeric
@attribute KEGG_ERBB_SIGNALING_PATHWAY numeric
@attribute SA_G1_AND_S_PHASES numeric
@attribute REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL numeric
@attribute BIOCARTA_PTEN_PATHWAY numeric
@attribute REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE numeric
@attribute Class {Control,BRCACancer}

@data
Utah__C09,0.00282522545174998,0.00011547118697206,0.000403544386407067,0.000127510850924707,0.451137192241171,0.0615197086038568,0.721343145729007,0.00096056441056079,0.0747769960291168,0.123370139287469,0.000493273772174631,0.899442588455222,0.000375845615584454,0.297144565356804,0.517396096897405,0,0.000923916436172598,0.000785942420604727,0.00045489155009019,0.427234984572936,Control
Utah__C10,0.00113630902818854,4.22070900670793e-05,4.44189843286767e-06,0.000144160789558808,0.395649716110159,0.0612122225211055,0.941542355141899,0.724898586590365,0.0163255150202703,0.135066205142701,0.0117988709621771,0.0556278111512391,0.00309204070390321,0.266851271423806,0.512898224897381,0,0.000738336969521781,2.59482430186309e-05,5.56797976144764e-05,0.407459960961423,BRCACancer
Utah__C11,0,0,0.00327949169789477,0.000387309234139464,0.00303227016750655,1.75819138198503e-05,0.635577504375893,7.27062942546325e-06,0.000118044819842394,2.62170104864915e-05,0.0687507555915546,0.825234104077564,8.9896997160535e-05,0.142778219342983,0.183316359866521,9.55134029915788e-06,0.0982473171548338,0.00168157369197264,0.000103937739817743,0.240741584771764,Control
Utah__C12,0.00849334608314173,0.000167610090202219,7.04696491775217e-05,0.00027384082472812,0.812255178972866,0.114801530333012,0.978906001044936,0.0172157793346868,0.00493856008736853,0.276708203449726,0,0.674541761978989,0.000147618031237154,0.542235527807777,0.707306258642554,0,1.90359528790145e-05,2.25386457609566e-05,9.63310576688166e-05,0.652190801937435,BRCACancer
Utah__D01,0.00139461296573192,0.000334816216471653,0.985807069165762,0.984779826390526,0.602704965446445,0,5.88707314852144e-06,0.00022809702517469,0.000867620492834255,0.000277138515837975,0.00269068834692901,0.840972379532858,0.977259904784162,0.280221466636599,0.179324887601164,0.100874903983164,0.736471099867576,0.988118080147892,0.00199904704484056,0.383781270029636,BRCACancer
Utah__D02,5.88003997480791e-06,0,0.000654116096936285,0.000288451955494312,0.325541158658577,0.0255140521563365,0.973181798002725,2.07411274455434e-05,0.00461867156609073,0.0481767614796687,0.0271189569489373,0.946956235051609,9.11590500611364e-05,0.267117745555018,0.403544020800316,1.2963199044836e-06,0.00677946279946458,0,0,0.411431095494124,BRCACancer
Utah__D03,5.42730419394793e-06,3.8181496455024e-05,0.0169811383637032,0.000281535886024059,0.445759073283305,0.0622162897137884,0.950592009466859,0.0106243553751372,0.000221759864797024,0.124700599260233,0.000172661801821831,0.00169303992361163,0.000337718076360771,0.344190370872264,0.532509742185022,8.72579200653456e-06,0.000482356353346329,2.39657173577907e-05,0.000818936136211413,0.496014585992588,BRCACancer
Utah__D04,0,8.17620971878244e-06,0.0127944605993429,0.0113413719676727,0.109165378209872,0.00216669305898767,0.623973864955794,0.000830292726224483,4.10655937436203e-05,0.00141577126441718,0.0341955713630584,0.248750201755906,0.00213996649165029,0.232788107615056,0.41988081779538,2.38085448728223e-06,0.000913299866316163,0.000350152734366298,0.00644293821750378,0.375066526002492,BRCACancer
Utah__D05,0,4.68102052566684e-06,0.000547391355401054,9.13947839803725e-06,0.253312296692918,0.0191190000830316,0.927287703328036,0.613268200422052,9.4158245671587e-05,0.0391904360517851,0.0279274316651396,0.000589638223026591,0.770729251127772,0.223205468958081,0.460817079308997,0,0.00190778960116577,1.1012338362285e-05,4.14357833011089e-05,0.383675919237944,BRCACancer
Utah__D06,0,7.13358388330049e-06,0.100022511601326,0.0233779365102392,0.000244385914091593,3.95015476755504e-06,0.0377368657275937,0.00020746458227825,0.00347228491232523,0.000262912100071304,0.075420878709858,0.481704138215946,0.00945578017119404,0.102526288087668,0.180873330361819,2.48844330027746e-05,0.130692488178851,0.20698207994722,0.297994696285249,0.18954264107699,BRCACancer
Utah__D07,0,8.95471861415581e-08,0.000432891549465208,0.000110285593270165,0.0099903439531106,0.000211414376673473,0.942215002134356,0.000242116665009295,0.00083637160095267,0.00668843982557603,0.0607658069672525,0.215488253858956,1.81915959459443e-05,0.167848925808587,0.276333150381094,0,0.0714833264469794,0.000206903381951757,0.00231743323126705,0.280285078409253,Control
Utah__D08,0.00519830667559933,4.38055033585263e-05,0.00187569140616222,0.000352664041834416,0.784184544920749,0.0819930057165537,0.588597863807229,0.148130332151936,0.210446768668177,0.189235050834318,0,0.166073490179052,0.0350509135695702,0.428657386930339,0.616738257975724,0,0.000182468956272702,0,0.00344554989625953,0.537418682812294,Control
Utah__D09,5.2053594392891e-05,9.4488987502471e-06,0.001428813715937,0.000897496081383761,0.21632868712214,0.00909892213104927,0.0315546139438883,0.00346994829490002,0.00493471885151478,0.0622951047409232,0.0363305953946994,0.00155319702120901,0.00115526004913014,0.226456515418952,0.356463723943498,0,0.000487998330728501,0.000370342939494934,0.0222280987816225,0.315094276686593,Control
Utah__D10,0.000186709124184681,0,0.000570574270123298,0.00257229093686386,0.400239256084363,0.0521736136057666,0.827877255329806,0.275901716416907,0.0122807654294131,0.120746755313801,8.14146928819269e-05,0.688729986093055,0.00121141974202823,0.337016200890147,0.457341378301607,0,0.159113619517669,0,0.20717780717813,0.39157728118449,Control
Utah__D11,0.10540583109581,0.00738020405542399,0.000983966284753973,0.394079859405436,0.984300046292224,0.176152252263769,6.90624275060207e-05,8.77864634937066e-05,0.620511132673113,0.409813213908794,0,0.973925839090093,0.000260526326768926,0.827220844843131,0.918015111733589,0,0.00187862205971975,0.000182685987514123,0.0121388702824314,0.852648975752299,Control
Utah__D12,0.000816510945989613,8.85031344335506e-05,0.000195788804585324,0.00816363960062927,0.671480555362483,0.0892647940708074,0.949861232931235,1.71228803691492e-05,0.0854082836042746,0.185831660915358,0,0.977883444169847,0.00011301898149629,0.462619934301375,0.575031917283712,0,0.0948992965655774,0,0.00103097427742504,0.545936902715761,Control
Utah__E01,0.0112996274934702,8.13389185682267e-05,0.00024788294886454,0.0140280912668783,0.844398214891972,0.075659582232409,0.921427762234496,0.509760729216209,0.00551408782560749,0.16008101702944,0,0.856029837137122,0.00164027670319717,0.369117971669111,0.610592532772224,0,0.0444849201070058,0.0324162905078546,0.77267095273723,0.523549775989769,BRCACancer
Utah__E02,9.59937926098554e-06,4.63043340269303e-06,0.00165630836824974,0.292765024066712,0.125946568152588,2.73825963326757e-05,0.699883533468735,0.632762308728273,0.00544780749824642,0.00471672229477306,0.064227715197882,6.65259642727703e-05,0.00474497416694259,0.145664922023714,0.239422014071195,0.000111397374941247,0.427289708251269,0.000482425804452993,0,0.21941586309801,Control
Utah__E03,0,7.61431975495921e-06,0.000114506794250587,1.74568731338766e-05,0.000415207136444797,0.000891878101876043,0.978940425874266,7.89151804597263e-05,3.24389499258227e-05,0.000649366969922125,0.052895738276578,0.574129364282582,0.000173674506287855,0.177723895641464,0.340494579006438,0,0.000974744908692633,0.000169550289966602,0.00233447127967859,0.293596648961547,Control
Utah__E04,0,0,0.000170339145230768,0.00337710027986898,0.000112825146156934,3.1177012330061e-06,0.932265543336375,0.000164544506023282,9.66790480324877e-05,4.97480535343111e-06,0.0949982722932068,0,0.000529904159756238,0.0683788701616991,0.150134370817941,1.65626180413149e-05,0.000481773137893942,0.0043084671159684,0.00117090144005546,0.164728513156439,Control
Utah__E05,0.0597521569923193,3.15454762279711e-06,0.000671625357386015,0.330211746444299,0.572671956613982,0.0136672059690783,1.07254681221441e-05,0.951828458335645,0.306386415536363,0.116604513884314,0.000985318143745811,0.000220761469171028,0.922535726336979,0.323707549171941,0.365696873654013,0.000127676905544939,0.00108047016339747,0.00669327082600759,0.0464578249950677,0.334664588142492,Control
Utah__E06,0.0744846323046529,3.65097596405666e-05,0.0236685125154326,0.0359545542004286,0.924133976919216,0.0916556536584703,2.58326987135944e-05,0.987372503397486,0.448911791443263,0.171637558453709,0,2.00802381519569e-05,0.989456080313225,0.487589859211107,0.65157770173427,0,0.54896064173958,0.522379710151578,0.984036138439804,0.558227772836698,BRCACancer
Utah__E07,0,8.19554566061297e-06,0.00365685695380849,0.000559425003591214,0.196886086354499,0.000403792412503011,0.958276195104161,0.000160979838754169,0.000174808618723139,0.0080032426244663,0.0583801231232394,0.116794005681302,0.000612739843839217,0.195121937499094,0.325445496839893,0,0.184767286329976,0.000666381334359316,1.72525190092469e-05,0.314661190741755,BRCACancer
Utah__E08,0,0,0.000480439138054964,0.123964070691891,0.00397326339354894,7.62764008268139e-05,0.907875800180636,0.000794697872808277,0.000228855846074044,0.000164926894743881,0.0665965091970849,0.0488431161179135,0.000430807697277803,0.1049505381912,0.245845226606917,2.30750735358883e-05,0.448334643260443,0.00526590788593034,0.338062926936323,0.22719164096213,Control
Utah__E09,7.41630196926651e-06,0,0.000648783202814346,0.00311395887709084,0.0178908161376717,0.000900884432682714,0.957466006291009,0.00150143690004765,0.000447933434374653,0.0472596180501227,0.0546428547300324,0.0107851328879951,3.17943021914294e-05,0.195770724115439,0.354484081698185,2.62934749153704e-06,0.000215142816050121,0,0.00344603024525096,0.300538240495562,BRCACancer
Utah__E10,0,0,0.4321266094574,0.0840484996177807,0.0230693930807105,0,0.0182258236383875,0.832461337986046,0.013525111903548,1.77785658800702e-05,0.0767780375167379,0.000217047643157551,0.755046420752551,0.0970874802407401,0.146256076520761,0.00135738312463932,0.89964405349547,0.490840642770544,0.655692358318149,0.171381141542839,BRCACancer
Utah__E11,0.000445532897625039,3.35951666358146e-05,0.000267200896904166,0.000702599768953326,0.647205203745541,0.0625198011302991,0.795172982406287,0.00513446148249259,0.106822208111182,0.140803165721601,9.08787983144708e-05,0.153778327045622,0.000156277023438149,0.356304631712688,0.50263557533869,0,0.0177445222669594,0,0.000147044294624349,0.448623056568908,Control
Utah__E12,0.0560766671849391,9.79217986463992e-05,9.76382651491224e-05,0.293930058113851,0.968563461205575,0.108197954270064,0.929740666835698,0.0418695011836691,0.059665934300375,0.204060345021857,0,0.826272403823369,0.00190789803484234,0.510361952776474,0.690457035481735,0,0.955285973572321,2.95401729009987e-05,0.953227235045822,0.620864750288143,BRCACancer
Utah__F01,0,1.93816227309084e-06,0.460031564311314,0.731353960899672,0.000172537931592152,0,0.000493776242165592,0.000147925946105936,8.704667959133e-05,0,0.0716218326783296,0.00161032079797767,2.84049881162949e-06,0.0710475529933407,0.00694717612574287,0.000473150825704892,6.85424444812771e-05,0.765759967277965,0.730862191149256,0.146675650000267,Control
Utah__F02,0,0,0.11467951145605,0.020355514063211,1.16264566372033e-05,0,0.428439624596753,5.37083794158837e-05,0.000673474138639494,0,0.097848049961948,0.000353812148001955,0.0459757032703793,0.00168379533416502,0.0679791460815095,2.23361492077202e-05,9.82130101071686e-05,0.338418472759834,0.357958134323556,0.102267110541525,Control
Utah__F03,2.35568433646039e-07,7.56449512725041e-06,5.22224467976965e-05,0.00029001323478142,0.00359876199300223,0.011356847213629,0.361863161464669,0.412505957382362,0.000131889210223218,0.0516603504349427,0.0487735158946389,0.000526148912335253,0.000296425417354644,0.187998704311289,0.312958171613778,0,0.000190948778209674,0.000822915922219692,0.896321556159134,0.28906605474632,Control
Utah__F04,8.44576416830641e-07,1.89502587902637e-05,0.778023354350253,0.884897504445517,0.386742661268523,9.28296151650853e-06,0.000124699897183457,0.000214884799929246,1.8936060280071e-05,0.000314633623453611,0.0269824073186691,0.00407191055378407,0.160083675425514,0.174338531154815,0.175031494387611,0.00143898090552906,0.729829051111553,0.940976244949823,0.951628715273697,0.282725232287367,Control
Utah__F05,0,0,0.000170345057620736,0.0038072876949723,0.000248200368480473,1.87781900614962e-05,0.0966532278009947,0.000474795143543636,0.0710415746670952,0.00459227820372555,0.0597652135539719,0.000767826782159457,0.00658056994470897,0.129363670182705,0.235892406514597,4.45280529972068e-06,0.0385449671505457,0.000330601465028017,0.0371077752676111,0.21877173453068,Control
Utah__F06,1.70685775011943e-05,0,0,2.55431674616442e-06,0.373854211837346,0.0827552685237801,0.114330285044931,0.662853993326478,0.00118970336297044,0.136568764109607,2.52982863492609e-06,0,0.000285646792560791,0.3464500579203,0.539646953574159,0,0.000920584594705603,1.93616041688308e-05,0.807072666565702,0.462158412716499,Control
Utah__F07,2.35597986767482e-05,2.63478707579533e-05,0.607677780745166,0.852820873234079,0.20666242899172,1.32816139611268e-06,0.00950415803995218,0.000651928708171067,0.000156054437836995,0.000161608342318427,0.0547196379843491,0.623980199475612,0.0798077219306259,0.153077564579572,0.145197978887401,0.0519763918102729,0.00111305059422063,0.670319512174465,3.14858010104879e-05,0.229906219575998,Control
Utah__F09,0,0,0.0151133786955975,0.00164498603729696,5.29722829614485e-07,0,0.346130304697071,0.000122360758137448,4.89472655377207e-05,3.92580304891759e-06,0.109004017747538,0.370394537720137,5.46576209066452e-05,4.92893929452004e-06,0.00489278392133537,2.99427251952841e-05,0.281408812757568,0.0240175686970444,0.0328757029284905,0.00122001786677524,Control
Utah__F10,0,0,0.452962213644893,0.0219199490134167,5.72593245553521e-05,0,0.614223912314688,0.000492668040318531,0,0,0.109323824046879,0.00990538722235828,9.76185370677514e-05,0,0.0849527800183149,0.000761413837371692,0.776359125780734,0.224045172184633,0.00327867534068443,0.083386780283186,Control
Utah__F11,0,1.64171490331406e-08,0.000168429329026365,4.93440759831286e-06,0.00031195561670459,0.000540936571718624,0.961870957232939,0.00191501146832648,4.77112297510818e-05,0.00145386421979902,0.0638072956017108,0.000417145277096424,0.000267187742439589,0.140756214733502,0.339725099200601,0,3.79010046211461e-05,0,0.426372995464095,0.267472499954947,Control
Utah__F12,5.51136248986725e-05,1.29777990258962e-05,0.955976056855865,0.76881429065554,0.383461395115386,8.99910196453208e-07,0,0.513113567775136,2.65915385157473e-05,2.14850546728812e-05,0.0449777034723047,0.143987071091331,0.820568855856485,0.160899486660023,0.172072391318528,0.0540306296801853,0.916641066277606,0.93510417317755,0.777641496387222,0.272506059797326,Control
Utah__G01,0,3.34737813534267e-06,0.0399725978042811,0.000166149450195175,0.274283088747302,0.00512964464511054,0.000551142505182961,0.000203877008946994,0.0106988980446597,0.0028490022343981,0.0368427857429942,0.579072581440016,0.271044372718096,0.236115289854584,0.382699351228559,0,0.708022831338876,0.00299977599668878,0.508220699443227,0.343255157704542,Control
